X,Y,OBJECTID,name_e,nom_f,Label_e,Etiquette_f,min_scale_echelle,max_scale_echelle,url_e,url_f,Facility_Type_Installation,Public_Access,Accessible
-115.762831563525,51.4093842717991,200937,Flint's Park,,Flint's Park,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.830845716389,51.3895531084794,200938,Block Lakes Junction,,Block Lakes Junction,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.755464997843,51.3586971932453,200939,Sawback Lake,,Sawback Lake,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.715634863926,51.2981345187361,200940,Mystic Junction,,Mystic Junction,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.735244670792,51.2850465753251,200941,Mystic Valley,,Mystic Valley,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.823915348976,51.2948658688751,200942,Larry's Camp,,Larry's Camp,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.89887771715,51.3443424375287,200943,Johnston Creek,,Johnston Creek,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.904931500067,51.3415576122216,200944,Luellen Lake,,Luellen Lake,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.942605570877,51.3877014035077,200945,Badger Pass Junction,,Badger Pass Junction,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.801574717182,51.4008865754074,200946,Upper Flint's Park,,Upper Flint's Park,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.824114687115,51.278246564985,200947,Ink Pots,,Ink Pots,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.856923908881,51.2568625162421,200948,Moose Meadows,,Moose Meadows,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.719301352754,51.1791030452628,200949,Muleshoe,,Muleshoe,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.841561165416,51.2429934547313,200950,Johnston Canyon,,Johnston Canyon,,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,
-115.764355581679,51.4073455709759,200951,Flint's Park,,Flint's Park,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.677854642223,51.2334265779889,200952,Cockscomb,,Cockscomb,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.683745408893,51.4100147990407,200953,Cuthead,,Cuthead,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.852418516551,51.318870693379,200954,Johnston Creek,,Johnston Creek,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.729957405086,51.5386291001714,200955,Windy,,Windy,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.714961902565,51.2939815769129,200956,Mystic,,Mystic,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.632974678554,51.3825865934967,200957,Cascade Road / Elk Trap,,Cascade Road / Elk Trap,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.77528471295,51.4040965781417,200958,Flint's Park,,Flint's Park,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.755624031463,51.3597102491298,200959,Sawback Slidepath,,Sawback Slidepath,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.735821139532,51.2854754832732,200960,Mystic Lake,,Mystic Lake,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.742240375675,51.5368352158737,200961,Upper Panther,,Upper Panther,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.941213373738,51.3870992645232,200962,Upper Johnston Creek,,Upper Johnston Creek,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.910951044018,51.2682660787812,200963,Castle Mountain,,Castle Mountain,,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,
-115.915890178169,51.2686685650883,200964,Rockbound Lake,,Rockbound Lake,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.768011769669,51.2164349483399,200965,Sawback,,Sawback,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.944394249564,51.2820820973569,200966,Storm Mountain,,Storm Mountain,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.839695494382,51.2454232953862,200967,Johnston Canyon,,Johnston Canyon,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.57036811712,51.1779774004655,200968,Banff,,Banff,,,,,,Visitor Centre / Interpretation Facility//Centre d'acceuil / Installation d'interprétation,Yes//Oui,
-115.515763869523,50.8922290011351,200969,Marvel Lake,,Marvel Lake,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.5206248811,50.9012659984116,200970,McBride's Camp,,McBride's Camp,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.553939970935,50.9179928511404,200971,Allenby Junction,,Allenby Junction,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.654874596315,51.0868365727353,200972,Brewster Creek,,Brewster Creek,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.746794599763,51.0370965592095,200973,Howard Douglas Lake,,Howard Douglas Lake,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.824229060243,51.0936504939032,200974,Healy Creek,,Healy Creek,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.910042117342,51.1470261400369,200975,Pharaoh Creek,,Pharaoh Creek,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.944406865961,51.1685548443125,200976,Shadow Lake,,Shadow Lake,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.878527149359,51.1908459197294,200977,Lost Horse Creek,,Lost Horse Creek,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.528567233175,51.1244671158637,200978,Mount Rundle,,Mount Rundle,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.408367486356,51.2794236210425,200979,Aylmer Canyon,,Aylmer Canyon,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.387237304285,51.276823254342,200980,Inglismaldie,,Inglismaldie,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.301420997191,51.2454291013677,200981,Mount Costigan,,Mount Costigan,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.280453891545,51.2528568634468,200982,The Narrows,,The Narrows,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.267112756759,51.2509334262509,200983,Ghost Lakes,,Ghost Lakes,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.533816364193,51.2879594314732,200984,Cascade Bridge,,Cascade Bridge,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.598503338318,51.3484175270359,200985,Stony Creek,,Stony Creek,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.851320383444,51.2414661600496,200986,Bow River Canoe,,Bow River Canoe,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.496246410522,51.230923318112,200987,Two Jack,,Two Jack,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.533935299827,51.2118150883028,200988,Cascade Ponds,,Cascade Ponds,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.58257716109,51.184206778246,200989,Forty Mile,,Forty Mile,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.557037551154,51.14822233403,200990,Sulphur Gondola,,Sulphur Gondola,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.574879113275,51.1443683427366,200991,Sulphur Gondola,,Sulphur Gondola,,,,,,Restaurant Area//Restaurants,Yes//Oui,
-115.505814021116,51.227643648558,200992,Two Jack Main,,Two Jack Main,,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,
-115.500313560431,51.2229055182862,200993,Two Jack Lakeside,,Two Jack Lakeside,,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,
-115.598628259894,51.2037190081057,200994,Mount Norquay,,Mount Norquay,,,,,,Ski Area//Aire de ski,Yes//Oui,
-115.489865521122,51.1991744289011,200995,Johnson Lake,,Johnson Lake,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.616974065773,51.1553443840454,200996,Sundance Canyon,,Sundance Canyon,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.34466198636,51.2580359614143,200997,Minnewanka,,Minnewanka,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.450312726973,51.1652987062301,200998,Valley View,,Valley View,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.653768050146,51.1628801710929,200999,Five Mile,,Five Mile,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.93337878891,51.2625617696167,201000,Twin Lakes,,Twin Lakes,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.685510525829,51.1538207302205,201001,Brewster Creek Trailhead Corral,,Brewster Creek Trailhead Corral,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.685510525829,51.1538207302205,201002,Brewster Creek,,Brewster Creek,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.598107508513,51.2010078167298,201003,Norquay Corrals,,Norquay Corrals,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.804096525643,51.2202263787674,201004,Redearth Creek,,Redearth Creek,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.804096525643,51.2202263787674,201005,Redearth Brewster,,Redearth Brewster,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.731499485027,51.1681472646407,201006,Bourgeau Lake,,Bourgeau Lake,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.65416130197,51.1741414468852,201007,Fireside,,Fireside,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.635949298795,51.1761017860717,201008,Vermilion Lakes,,Vermilion Lakes,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.557330881202,51.1478842135996,201009,Tower 1 Trail,,Tower 1 Trail,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.559739708505,51.1608791864461,201010,Spray River,,Spray River,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.561682699077,51.1753908900229,201011,Tunnel Mountain,,Tunnel Mountain,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.542123093705,51.1860611003431,201012,Hoodoos,,Hoodoos,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.556693493639,51.1950921949671,201013,Stoney Squaw,,Stoney Squaw,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.52278669971,51.2324126088565,201014,Lower Bankhead,,Lower Bankhead,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.520120081758,51.2363567982518,201015,Upper Bankhead,,Upper Bankhead,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.499692711219,51.2478771383223,201016,Minnewanka,,Minnewanka,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.634604648405,51.2836865867629,201017,Elk Lake Summit,,Elk Lake Summit,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.634604648405,51.2836865867629,201018,Elk Pass,,Elk Pass,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.426983525291,51.2761550600503,201019,Aylmer Pass Junction,,Aylmer Pass Junction,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.777832619961,51.078431732368,201020,Sunshine,,Sunshine,,,,,,Ski Area//Aire de ski,Yes//Oui,
-115.560623555921,51.1507029495757,201021,Upper Hot Springs,,Upper Hot Springs,,,,,,Hot Pools//p\Piscine d'eaux thermales,Yes//Oui,
-115.406029689334,51.1352824495592,201022,East Gate,,East Gate,,,,,,Parks Canada Offices//Bureaux de Parcs Canada,Yes//Oui,
-115.535028772534,51.2070361298608,201023,Banff Government,,Banff Government,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.53482052661,51.2053183465677,201024,Banff Public,,Banff Public,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.514257441369,51.241543723747,201025,Cascade Corrals,,Cascade Corrals,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.521983348021,50.9023803848834,201026,Bryant Creek,,Bryant Creek,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.92010104392,51.1766870847155,201027,Redearth Creek,,Redearth Creek,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.478744532912,50.9971165869496,201028,Spray,,Spray,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.593454433977,51.3358284593363,201029,Stony Creek,,Stony Creek,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.578163739395,51.019808233885,201030,Sundance,,Sundance,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.536663094089,51.1897282611587,201031,Tunnel Mountain,,Tunnel Mountain,,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,
-115.527377051502,51.2046797053223,201032,Brewster Doughnut Tent,,Brewster Doughnut Tent,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.550723673762,50.9162220993867,201033,Tall Timbers,,Tall Timbers,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.58754195448,50.9877955415497,201034,Brewster Creek Halfway,,Brewster Creek Halfway,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.640157425156,51.0760773279684,201035,Brewster Creek,,Brewster Creek,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.601873114793,51.3543239118014,201036,Cascade Road / Stoney Creek,,Cascade Road / Stoney Creek,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.571265395406,51.4652032025814,201037,Dormer Meadow,,Dormer Meadow,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.595340371323,51.2008099884065,201038,Stoney Squaw,,Stoney Squaw,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.519121551154,51.23708962855,201039,Cascade Valley,,Cascade Valley,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.498784031038,51.2477690184136,201040,Minnewanka Boat Ramp,,Minnewanka Boat Ramp,,,,,,Boat Launch Facility//Rampe de mise à l'eau,Yes//Oui,
-115.494798271657,51.2425656084687,201041,Minnewanka Dive Area,,Minnewanka Dive Area,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.494400551791,51.2525512286244,201042,Minnewanka Small Dock,,Minnewanka Small Dock,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.496967760614,51.2482205485212,201043,Minnewanka,,Minnewanka,,,,,,Restaurant Area//Restaurants,Yes//Oui,
-115.494914610298,51.2526867579995,201044,Minnewanka,,Minnewanka,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.525402304007,51.1734345914712,201045,Banff Springs,,Banff Springs,,,,,,Golf Course//Parcours de golf,Yes//Oui,
-116.050970946882,51.8316085290296,201046,Malloch Creek Flats,,Malloch Creek Flats,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-116.111500396076,51.7969679908901,201047,Trident Lake,,Trident Lake,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-116.140736703651,51.7842635303062,201048,Lower Clearwater Lakes,,Lower Clearwater Lakes,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-116.150857702039,51.7759098284799,201049,Upper Clearwater Lakes,,Upper Clearwater Lakes,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-116.200516718118,51.7332790618821,201050,Devon Lakes,,Devon Lakes,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-116.164683246756,51.7628805192542,201051,Clearwater,,Clearwater,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.979886558475,51.8473061495789,201052,Indianhead Meadows,,Indianhead Meadows,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.999697012587,51.844656533639,201053,Indianhead,,Indianhead,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.925969596022,51.7305287217695,201054,Divide Creek,,Divide Creek,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.907374569753,51.72503720349,201055,Divide,,Divide,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.944561870303,51.6034299696639,201056,Sandhills,,Sandhills,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.838904582777,51.6673902139619,201057,Scotch Camp,,Scotch Camp,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.897333395125,51.6617198226065,201058,McConnell Creek,,McConnell Creek,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.93895492667,51.6202463936403,201059,Horseshoe Lake (Skeleton Lake),,Horseshoe Lake (Skeleton Lake),,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.945098526977,51.5888387232919,201060,Sandhills,,Sandhills,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.581162700266,51.753299059202,201061,Ranch Buildings,,Ranch Buildings,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.534040744278,51.7310842320946,201062,Bighorn,,Bighorn,,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,
-115.499358173869,51.7229776714895,201063,Eagle Creek,,Eagle Creek,,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,
-115.602210739988,51.6074058286098,201064,Barrier,,Barrier,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.650688586718,51.5861041968398,201065,Lower Panther,,Lower Panther,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.778257292198,51.6720591760712,201066,Tyrrell Creek,,Tyrrell Creek,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.824540326038,51.6643848373338,201067,Scotch Camp,,Scotch Camp,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.414277022018,50.7620090096788,201068,Burstall,,Burstall,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.430697766462,50.7920806501389,201069,Birdwood,,Birdwood,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.42479446317,50.7882965794049,201070,Palliser,,Palliser,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.430375390461,50.7905184612062,201071,Birdwood (Upper Spray),,Birdwood (Upper Spray),,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.580114714822,51.5461066087152,201072,Lower Dormer,,Lower Dormer,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.391574696957,51.6142166343114,201073,Panther River,,Panther River,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.979698188543,51.2150085463333,201074,Twin Lakes,,Twin Lakes,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-116.024220168165,51.2491184174494,201075,Boom Lake,,Boom Lake,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-116.031971227136,51.2386270256348,201076,Vista Lake,,Vista Lake,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.560024189898,51.4946720776253,201077,Dormer,,Dormer,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.477896357376,50.8761379025402,201078,Big Springs,,Big Springs,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.379344474735,50.8590965889092,201079,Mount Shark Helipad,,Mount Shark Helipad,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.452146058361,50.8639369632294,201080,Trail Center,,Trail Center,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.897924160414,51.1083520761882,201081,Egypt Lake,,Egypt Lake,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.895488653432,51.1110448852858,201082,Egypt Lake,,Egypt Lake,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.969271617799,51.1355939800457,201083,Ball Pass Junction,,Ball Pass Junction,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-116.05049999669,51.2274217788183,201084,Fireweed,,Fireweed,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.598266441818,51.2031694110506,201085,Norquay Cascade Amphitheater,,Norquay Cascade Amphitheater,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.5600893844,51.1908961934588,201086,Warden Office,,Warden Office,,,,,,Parks Canada Offices//Bureaux de Parcs Canada,Yes//Oui,
-115.621827482347,51.160706593974,201087,Steak Fry Site,,Steak Fry Site,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.559532199466,51.1493532465685,201088,Sulphur Mountain Summit,,Sulphur Mountain Summit,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.52390395219,51.1214282358345,201089,Spray Lunch Shelter,,Spray Lunch Shelter,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.379344474735,50.8590965889092,201090,Mount Shark,,Mount Shark,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.552874320801,51.1648232111977,201091,Spray River East,,Spray River East,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.512751656976,51.1710166855535,201092,Rundle Riverside,,Rundle Riverside,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.581035355766,51.1743577378478,201093,Banff Trail Riders,,Banff Trail Riders,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.565198146398,51.1665400885075,201094,Banff Springs Corrals,,Banff Springs Corrals,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-123.309153812899,48.7944730480926,201095,GINPR Office,,,,,,,,Parks Canada Offices//Bureaux de Parcs Canada,Yes//Oui,
-123.290401198091,48.873827725723,201096,Lighthouse,,,,,,,,Lighthouse Property//Propriété du phare,,
-123.351225223788,48.8270971149708,201097,Lighthouse,,,,,,,,Lighthouse Property//Propriété du phare,,
-123.181385240865,48.7926560710624,201098,National Park Office,,,,,,,,Parks Canada Offices//Bureaux de Parcs Canada,Yes//Oui,
-123.407969121809,48.665722960385,201099,National Park Office,,,,,,,,Parks Canada Offices//Bureaux de Parcs Canada,Yes//Oui,
-123.447537159773,48.4305374650973,201100,Fisgard Lighthouse,,,,,,,,Lighthouse Property//Propriété du phare,Yes//Oui,No//Non
-123.453832688722,48.4342694774893,201101,Fort Rodd Hill Day Use,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-123.447855812353,48.430320543229,201102,,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,,
-122.573287200747,49.1690083368275,201103,Fort Langley,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-122.572159224186,49.1685759090229,201104,,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,,
-122.575211425323,49.1693338067986,201105,,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,,
-123.186190188691,49.1248212389594,201106,Gulf of Georgia Cannery,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-123.193876689524,49.1261184086734,201107,,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,,
-123.194492655562,49.1249794680516,201108,,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,,
-123.199484705926,49.1255184319291,201109,,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,,
-123.192426057833,49.1251871471298,201110,,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,,
-123.331010480298,48.6416751540153,201111,Sidney Spit Dock,,,,,,,,Boat Tie-up / Anchorage Area//Ammarrage / Ancrage,Yes//Oui,No//Non
-123.370476562146,48.7200193295053,201112,"Princess Bay, Portland, Dock",,,,,,,,Boat Tie-up / Anchorage Area//Ammarrage / Ancrage,Yes//Oui,No//Non
-123.370818238861,48.7343402927695,201113,"Royal Cove, Portland Dock",,,,,,,,Boat Tie-up / Anchorage Area//Ammarrage / Ancrage,Yes//Oui,No//Non
-123.410962956288,48.74819740426,201114,Russell Dock,,,,,,,,Boat Tie-up / Anchorage Area//Ammarrage / Ancrage,Yes//Oui,No//Non
-123.308559858933,48.7947658835605,201115,"Roesland, Pender Dock",,,,,,,,Boat Tie-up / Anchorage Area//Ammarrage / Ancrage,Yes//Oui,No//Non
-123.190014971638,48.8099587623607,201116,"Winter Cove, Saturna Dock",,,,,,,,Boat Tie-up / Anchorage Area//Ammarrage / Ancrage,Yes//Oui,No//Non
-123.330714932332,48.6417879216149,201117,Sidney Spit Day Use,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-123.407968757621,48.7495581392646,201118,Russell Day use,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-123.309390232394,48.7941923732859,201119,Roesland Day Use,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-123.189275117853,48.8096949618969,201120,Winter Cove Day Use,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-123.045518832414,48.7839342345127,201121,East Point Day Use,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-123.291000729883,48.8732577641554,201122,Georgina point Day Use,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-123.242015324449,48.7540055723728,201123,Beaumont,Beaumont,,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-123.086805732644,48.7979890390627,201124,Cabbage Island,Île Cabbage,,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-123.365996936163,48.7342355729098,201125,Arbutus Point,Pointe Arbutus,,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-123.384125180437,48.7217738710719,201126,Shell Beach,Plage Shell,,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
