X,Y,OBJECTID,name_e,nom_f,Label_e,Etiquette_f,min_scale_echelle,max_scale_echelle,url_e,url_f,Facility_Type_Installation,Public_Access,Accessible
-73.0206802349941,46.6668181848221,201787,Trailhead - Les Falaises - Parc national de la Mauricie,Point de départ du sentier - Sentier des Falaises - Parc national de la Mauricie,Trailhead - Les Falaises,Point de départ du sentier - Sentier des Falaises,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.0158810937053,46.6635387491528,201788,Trailhead - Ruisseau Brodeur - Parc national de la Mauricie,Point de départ du sentier - Sentier du Ruisseau Brodeur - Parc national de la Mauricie,Trailhead - Ruisseau Brodeur,Point de départ du sentier - Sentier du Ruisseau Brodeur,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.0206423513985,46.6667071562483,201789,Trailhead - Ruisseau Brodeur- Parc national de la Mauricie,Point de départ du sentier - Sentier du Ruisseau Brodeur - Parc national de la Mauricie,Trailhead - Ruisseau Brodeur,Point de départ du sentier - Sentier du Ruisseau Brodeur,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.0126824443623,46.6597999763744,201790,Trailhead - La Tourbière- Parc national de la Mauricie,Point de départ du sentier - Sentier de la Tourbière - Parc national de la Mauricie,Trailhead - La Tourbière,Point de départ du sentier - Sentier de la Tourbière,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.0045470217072,46.6560959596926,201791,Trailhead - La Clairière - Parc national de la Mauricie,Point de départ du sentier - Sentier de la Clairière - Parc national de la Mauricie,Trailhead - La Clairière,Point de départ du sentier - Sentier de la Clairière,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.0115152485151,46.6598630420396,201792,Trailhead - L'Esker- Parc national de la Mauricie,Point de départ du sentier - Sentier de l'Esker - Parc national de la Mauricie,Trailhead - L'Esker,Point de départ du sentier - Sentier de l'Esker,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.0138407154357,46.6631482477886,201793,Trailhead - Le Vallerand - Parc national de la Mauricie,Point de départ du sentier - Sentier le Vallerand - Parc national de la Mauricie,Trailhead - Le Vallerand,Point de départ du sentier - Sentier le Vallerand,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.0055515436969,46.6696738686294,201794,Trailhead - Le Vallerand - Parc national de la Mauricie,Point de départ du sentier - Sentier le Vallerand - Parc national de la Mauricie,Trailhead - Le Vallerand,Point de départ du sentier - Sentier le Vallerand,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.0471182546263,46.7549606291971,201795,Trailhead - Vieux-Brûlis - Parc national de la Mauricie,Point de départ du sentier - Sentier du Vieux-Brûlis - Parc national de la Mauricie,Trailhead - Vieux-Brûlis,Point de départ du sentier - Sentier du Vieux-Brûlis,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.9771681936333,46.7561809993679,201796,Trailhead portage - Lac Écarté / Lac Écarté Parking - Parc national de la Mauricie,Point de départ du portage - Lac Écarté / Stationnement du Lac Écarté - Parc national de la Mauricie,Trailhead portage - Lac Écarté / Lac Écarté Parking,Point de départ du portage - Lac Écarté / Stationnement du Lac Écarté,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.981171045691,46.7566841925093,201797,Trailhead -  Lac Écarté Parking / Lac Écarté- Parc national de la Mauricie,Point de départ du portage - Stationnement du Lac-Écarté / Lac Écarté - Parc national de la Mauricie,Trailhead -  Lac Écarté Parking / Lac Écarté,Point de départ du portage - Stationnement du Lac-Écarté / Lac Écarté,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.9649074440994,46.7742785633637,201798,Trailhead - Lac Écarté / Lac Formont - Parc national de la Mauricie,Point de départ du sentier - Lac Écarté / Lac Formont - Parc national de la Mauricie,Trailhead - Lac Écarté / Lac Formont,Point de départ du sentier - Lac Écarté / Lac Formont,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.9679727510962,46.7766174845649,201799,Trailhead - Lac Formont / Lac Écarté - Parc national de la Mauricie,Point de départ du sentier - Lac Formont / Lac Écarté - Parc national de la Mauricie,Trailhead - Lac Formont / Lac Écarté,Point de départ du sentier - Lac Formont / Lac Écarté,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.959161467797,46.7769167921473,201800,Trailhead - Lac Écarté / Lac en Coeur - Parc national de la Mauricie,Point de départ du sentier - Lac Écarté / Lac en Coeur - Parc national de la Mauricie,Trailhead - Lac Écarté / Lac en Coeur,Point de départ du sentier - Lac Écarté / Lac en Coeur,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.9606523578424,46.7806334319516,201801,Trailhead - Lac en Coeur / Lac Écarté - Parc national de la Mauricie,Point de départ du sentier - Lac en Coeur / Lac Écarté - Parc national de la Mauricie,Trailhead - Lac en Coeur / Lac Écarté,Point de départ du sentier - Lac en Coeur / Lac Écarté,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.9371149028509,46.785970718187,201802,Trailhead - Lac Soumire / Lac Giron- Parc national de la Mauricie,Point de départ du sentier - Lac Soumire / Lac Giron - Parc national de la Mauricie,Trailhead - Lac Soumire / Lac Giron,Point de départ du sentier - Lac Soumire / Lac Giron,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.9424826068751,46.7887612832691,201803,Trailhead - Lac Giron / Lac Soumire- Parc national de la Mauricie,Point de départ du sentier - Lac Giron / Lac Soumire - Parc national de la Mauricie,Trailhead - Lac Giron / Lac Soumire,Point de départ du sentier - Lac Giron / Lac Soumire,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.9571251683522,46.8010823912955,201804,Trailhead - Lac Giron / Lac Dubon - Parc national de la Mauricie,Point de départ du sentier - Lac Giron / Lac Dubon - Parc national de la Mauricie,Trailhead - Lac Giron / Lac Dubon,Point de départ du sentier - Lac Giron / Lac Dubon,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.9651706579601,46.8073888230242,201805,Trailhead - Lac Dubon / Lac Giron - Parc national de la Mauricie,Point de départ du sentier -  Lac Dubon / Lac Giron- Parc national de la Mauricie,Trailhead - Lac Dubon / Lac Giron,Point de départ du sentier -  Lac Dubon / Lac Giron,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.9652086190913,46.8097951202736,201806,Trailhead - Lac Dubon / Petit lac Archange - Parc national de la Mauricie,Point de départ du sentier - Lac Dubon / Petit lac Archange - Parc national de la Mauricie,Trailhead - Lac Dubon / Petit lac Archange,Point de départ du sentier - Lac Dubon / Petit lac Archange,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.9593888258926,46.8147963953293,201807,Trailhead - Petit lac Archange / Lac Dubon - Parc national de la Mauricie,Point de départ du sentier - Petit lac Archange / Lac Dubon - Parc national de la Mauricie,Trailhead - Petit lac Archange / Lac Dubon,Point de départ du sentier - Petit lac Archange / Lac Dubon,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.9716946929385,46.8147899280642,201808,Trailhead - Lac Dauphinais / Lac Archange - Parc national de la Mauricie,Point de départ du sentier - Lac Dauphinais / Lac Archange - Parc national de la Mauricie,Trailhead - Lac Dauphinais / Lac Archange,Point de départ du sentier - Lac Dauphinais / Lac Archange,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.9682271008062,46.8187746321437,201809,Trailhead - Lac Archange / Lac Dauphinais- Parc national de la Mauricie,Point de départ du sentier - Lac Archange / Lac Dauphinais - Parc national de la Mauricie,Trailhead - Lac Archange / Lac Dauphinais,Point de départ du sentier - Lac Archange / Lac Dauphinais,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.9847423414565,46.8392860725504,201810,Trailhead - Lac Dauphinais / Lac des Cinq- Parc national de la Mauricie,Point de départ du sentier - Lac Dauphinais / Lac des Cinq - Parc national de la Mauricie,Trailhead - Lac Dauphinais / Lac des Cinq,Point de départ du sentier - Lac Dauphinais / Lac des Cinq,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.9853822536743,46.8426953445773,201811,Trailhead - Lac des Cinq / Lac Dauphinais- Parc national de la Mauricie,Point de départ du sentier - Lac des Cinq / Lac Dauphinais - Parc national de la Mauricie,Trailhead - Lac des Cinq / Lac Dauphinais,Point de départ du sentier - Lac des Cinq / Lac Dauphinais,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.9250784049756,46.7760339946825,201812,Trailhead - Lac soumire / Lac Étienne- Parc national de la Mauricie,Point de départ du sentier - Lac soumire / Lac Étienne - Parc national de la Mauricie,Trailhead - Lac soumire / Lac Étienne,Point de départ du sentier - Lac soumire / Lac Étienne,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.9226977159136,46.7742804911573,201813,Trailhead - Soumire Parking / Lac Soumire- Parc national de la Mauricie,Point de départ du sentier - Stationnement Soumire / Lac Soumire - Parc national de la Mauricie,Trailhead - Soumire Parking / Lac Soumire,Point de départ du sentier - Stationnement Soumire / Lac Soumire,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.9275222328051,46.7697882377783,201814,Trailhead - Lac Étienne / Lac Soumire- Parc national de la Mauricie,Point de départ du sentier - Lac Étienne / Lac Soumire - Parc national de la Mauricie,Trailhead - Lac Étienne / Lac Soumire,Point de départ du sentier - Lac Étienne / Lac Soumire,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.8881970189157,46.7771516130099,201815,Trailhead - La Cache - Parc national de la Mauricie,Point de départ du sentier - Sentier de la Cache - Parc national de la Mauricie,Trailhead - La Cache,Point de départ du sentier - Sentier de la Cache,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.9254352813391,46.7688638658798,201816,Trailhead - Lac Étienne / Lac Édouard - Parc national de la Mauricie,Point de départ du sentier - Lac Étienne / Lac Édouard - Parc national de la Mauricie,Trailhead - Lac Étienne / Lac Édouard,Point de départ du sentier - Lac Étienne / Lac Édouard,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.9192680509377,46.7668479465454,201817,Trailhead - N° 9 - Parc national de la Mauricie,Point de départ du sentier - Sentier N° 9 - Parc national de la Mauricie,Trailhead - N° 9,Point de départ du sentier - Sentier N° 9,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.9205014340317,46.7664988961791,201818,Trailhead - Lac Étienne- Parc national de la Mauricie,Point de départ du sentier - Sentier du Lac-Étienne - Parc national de la Mauricie,Trailhead - Lac Étienne,Point de départ du sentier - Sentier du Lac-Étienne,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.891446652283,46.7132601386637,201819,Trailhead - Lac-Marie - Parc national de la Mauricie,Point de départ du sentier - Sentier Lac-Marie - Parc national de la Mauricie,Trailhead - Lac-Marie,Point de départ du sentier - Sentier Lac-Marie,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.8469558146691,46.6524415450623,201820,Trailhead - N° 3 / N° 3A  / N° 4 / N°  5 / N° 6 / N° 7 / N° 8 / N° 9 / N° 12 / N° 13 / N° 14 / N° 5 / Pimbina / Chevaux / Benoit / Bouchard - Parc national de la Mauricie,Point de départ du sentier - N° 3 / N° 3A  / N° 4 / N°  5 / N° 6 / N° 7 / N° 8 / N° 9 / N° 12 / N° 13 / N° 14 / N° 5 / Pimbina / Chevaux / Benoit / Bouchard - Parc national de la Mauricie,Trailhead - N° 3 / N° 3A  / N° 4 / N°  5 / N° 6 / N° 7 / N° 8 / N° 9 / N° 12 / N° 13 / N° 14 / N° 5 / Pimbina / Chevaux / Benoit / Bouchard,Point de départ du sentier - N° 3 / N° 3A  / N° 4 / N°  5 / N° 6 / N° 7 / N° 8 / N° 9 / N° 12 / N° 13 / N° 14 / N° 5 / Pimbina / Chevaux / Benoit / Bouchard,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.8128651283492,46.7564590279248,201821,Trailhead - N° 1 / N° 3 / N° 3A  / N° 4 / N°  5 / N° 6 / N° 7 / N° 8 / N° 9 / N° 12 / N° 13 / N° 14 / N° 5 / Pimbina / Chevaux / Benoit / Bouchard - Parc national de la Mauricie,Point de départ du sentier - N° 1 / N° 3 / N° 3A  / N° 4 / N°  5 / N° 6 / N° 7 / N° 8 / N° 9 / N° 12 / N° 13 / N° 14 / N° 5 / Pimbina / Chevaux / Benoit / Bouchard - Parc national de la Mauricie,Trailhead - N° 1 / N° 3 / N° 3A  / N° 4 / N°  5 / N° 6 / N° 7 / N° 8 / N° 9 / N° 12 / N° 13 / N° 14 / N° 5 / Pimbina / Chevaux / Benoit / Bouchard,Point de départ du sentier - N° 1 / N° 3 / N° 3A  / N° 4 / N°  5 / N° 6 / N° 7 / N° 8 / N° 9 / N° 12 / N° 13 / N° 14 / N° 5 / Pimbina / Chevaux / Benoit / Bouchard,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.7968838439404,46.7550100901111,201822,Trailhead - Sentier Mékinac - Parc national de la Mauricie,Point de départ du sentier - Sentier Mékinac - Parc national de la Mauricie,Trailhead - Sentier Mekinac,Point de départ du sentier - Sentier Mekinac,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.8122546111589,46.7583260142787,201823,Trailhead - Deux-Criques - Parc national de la Mauricie,Point de départ du sentier - Sentier des Deux-Criques - Parc national de la Mauricie,Trailhead - Deux-Criques,Point de départ du sentier - Sentier des Deux-Criques,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.8877511202604,46.7770828109126,201824,Trailhead - Lac du fou - Parc national de la Mauricie,Point de départ du sentier - Lac du fou - Parc national de la Mauricie,Trailhead - Lac du fou,Point de départ du sentier - Lac du fou,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.8124627572226,46.7581206583306,201825,Trailhead - N° 10 - Parc national de la Mauricie,Point de départ du sentier - Sentier N° 10 - Parc national de la Mauricie,Trailhead - N° 10,Point de départ du sentier - Sentier N° 10,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.7893432884796,46.7507722057009,201826,Trailhead - Saint-Maurice- Parc national de la Mauricie,Point de départ du sentier - Sentier Saint-Maurice - Parc national de la Mauricie,Trailhead - Baie à la pêche,Point de départ du sentier - Sentier Baie à la pêche,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.0340315688134,46.7373842446568,201827,Swimming pool - Parc national de la Mauricie (Lac Wapizagonke site # 9),Piscine - Parc national de la Mauricie (Lac Wapizagonke site # 9),Swimming pool,Piscine,,,,,Swimming Pool//Piscine,Yes//Oui,No//Non
-73.0552148952214,46.7498656595191,201828,Swimming Area - Parc national de la Mauricie (Lac Wapizagonke Nord),Aire de baignade - Parc national de la Mauricie (Lac Wapizagonke Nord),Swimming Area,Aire de baignade,,,,,Swimming Area//Aire de baignade,Yes//Oui,No//Non
-73.0067389075267,46.6746587845035,201829,Swimming Area - Parc national de la Mauricie (Lac Wapizagonke Sud),Aire de baignade - Parc national de la Mauricie (Lac Wapizagonke Sud),Swimming Area,Aire de baignade,,,,,Swimming Area//Aire de baignade,Yes//Oui,No//Non
-72.9185940432596,46.7660207783712,201830,Swimming Area - Parc national de la Mauricie (Lac Édouard),Aire de baignade - Parc national de la Mauricie (Lac Édouard),Swimming Area,Aire de baignade,,,,,Swimming Area//Aire de baignade,Yes//Oui,No//Non
-72.8084866420711,46.7548658006511,201831,Dumping station - Parc national de la mauricie (Rivière-à-la-Pêche),Station de vidange  - Parc national de la mauricie (Rivière-à-la-Pêche),Dumping station - Rivière-à-la-Pêche,Station de vidange - Rivière-à-la-Pêche,,,,,Dumping Station//Station de vidange,Yes//Oui,No//Non
-73.0444025467825,46.7389772801032,201832,Dumping station - Parc national de la mauricie (Wapizagonke),Station de vidange - Parc national de la mauricie (Wapizagonke),Dumping station - Wapizagonke,Station de vidange - Wapizagonke,,,,,Dumping Station//Station de vidange,Yes//Oui,No//Non
-72.9955681712496,46.6644096457213,201833,Dumping station - Parc national de la mauricie (Mistagance),Station de vidange - Parc national de la mauricie (Mistagance),Dumping station - Mistagance,Station de vidange - Mistagance,,,,,Dumping Station//Station de vidange,Yes//Oui,No//Non
-72.9963237405926,46.6665440189289,201834,Washroom Facility - Parc national de la Mauricie (Mistagance),Toilettes - Parc national de la Mauricie (Mistagance),Washroom Facility,Toilettes,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-72.9933275847459,46.6637062085851,201835,Washroom Facility - Parc national de la Mauricie (Mistagance),Toilettes - Parc national de la Mauricie (Mistagance),Washroom Facility,Toilettes,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-72.8070582503128,46.7557254265597,201836,Washroom Facility - Parc national de la Mauricie (Rivière-à-la-Pêche - A),Toilettes - Parc national de la Mauricie (Rivière-à-la-Pêche - A),Washroom Facility,Toilettes,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-72.8095456019605,46.7541783455045,201837,Washroom Facility - Parc national de la Mauricie (Rivière-à-la-Pêche - C),Toilettes - Parc national de la Mauricie (Rivière-à-la-Pêche - C),Washroom Facility,Toilettes,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-72.807077720983,46.7537954879988,201838,Washroom Facility - Parc national de la Mauricie (Rivière-à-la-Pêche - B),Toilettes - Parc national de la Mauricie (Rivière-à-la-Pêche - B),Washroom Facility,Toilettes,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-72.8095447709742,46.7526649063118,201839,Washroom Facility - Parc national de la Mauricie (Rivière-à-la-Pêche - F),Toilettes - Parc national de la Mauricie (Rivière-à-la-Pêche - F),Washroom Facility,Toilettes,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-72.8027013001566,46.7519437803591,201840,Washroom Facility - Parc national de la Mauricie (Rivière-à-la-Pêche - D),Toilettes - Parc national de la Mauricie (Rivière-à-la-Pêche - D),Washroom Facility,Toilettes,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-72.8004064743574,46.7527751992396,201841,Washroom Facility - Parc national de la Mauricie (Rivière-à-la-Pêche - E),Toilettes - Parc national de la Mauricie (Rivière-à-la-Pêche - E),Washroom Facility,Toilettes,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-72.8124358786646,46.7562107822434,201842,Washroom Facility - Parc national de la Mauricie (Rivière-à-la-Pêche - Batiment de service),Toilettes - Parc national de la Mauricie (Rivière-à-la-Pêche - Batiment de service),Washroom Facility,Toilettes,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-72.6589467053972,46.3962384026798,201843,Bridge - Vieilles Forges du Saint-Maurice,Pont - Vieilles Forges du Saint-Maurice,Bridge,Pont,,,,,Bridge//pont,Yes//Oui,Yes//Oui
-72.6586203630144,46.3962465959447,201844,Bridge - Vieilles Forges du Saint-Maurice,Pont - Vieilles Forges du Saint-Maurice,Bridge,Pont,,,,,Bridge//pont,Yes//Oui,Yes//Oui
-72.6586672436582,46.3973498108488,201845,Bridge - Vieilles Forges du Saint-Maurice,Pont - Vieilles Forges du Saint-Maurice,Bridge,Pont,,,,,Bridge//pont,Yes//Oui,Yes//Oui
-72.6577274850419,46.3976877361204,201846,Bridge - Vieilles Forges du Saint-Maurice,Pont - Vieilles Forges du Saint-Maurice,Bridge,Pont,,,,,Bridge//pont,Yes//Oui,Yes//Oui
-72.6552214428842,46.3978161991918,201847,Bridge - Vieilles Forges du Saint-Maurice,Pont - Vieilles Forges du Saint-Maurice,Bridge,Pont,,,,,Bridge//pont,Yes//Oui,Yes//Oui
-73.2750217640981,45.449164153551,201848,Picnic / Day Use Area - Fort Chambly,Aire de pique-nique - Fort Chambly,Picnic / Day Use Area,Aire de pique-nique,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,Yes//Oui
-73.278267486536,45.4481810147366,201849,Bridge - Fort Chambly,Pont - Fort Chambly,Bridge,Pont,,,,,Bridge//pont,Yes//Oui,Yes//Oui
-73.2645817114607,45.1229597501388,201850,Picnic / Day Use Area - Fort Lennox,Aire de pique-nique - Fort Lennox,Picnic / Day Use Area,Aire de pique-nique,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,Yes//Oui
-73.2679022308738,45.1210187342854,201851,Picnic / Day Use Area - Fort Lennox,Aire de pique-nique - Fort Lennox,Picnic / Day Use Area,Aire de pique-nique,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,Yes//Oui
-73.2670270980232,45.1216617366621,201852,Bridge - Fort Lennox,Pont - Fort Lennox,Bridge,Pont,,,,,Bridge//pont,Yes//Oui,Yes//Oui
-73.2690170389719,45.1202775346802,201853,Bridge - Fort Lennox,Pont - Fort Lennox,Bridge,Pont,,,,,Bridge//pont,Yes//Oui,Yes//Oui
-74.1777280362419,45.2875505138776,201854,Visitor center/Interpretation facility - Fort Coteau-du-Lac,Centre d'acceuil/Installtion d'interprétation - Fort Coteau-du-Lac,Visitor center/Interpretation facility,Centre d'acceuil/Installtion d'interprétation,,,,,Visitor Centre / Interpretation Facility//Centre d'acceuil / Installation d'interprétation,Yes//Oui,Yes//Oui
-74.1760056889262,45.2874711504385,201855,Bridge - Fort Coteau-du-Lac,Pont - Fort Coteau-du-Lac,Bridge,Pont,,,,,Bridge//pont,Yes//Oui,Yes//Oui
-79.4586619214962,47.2894601441799,201856,Visitor center/Interpretation facility - Fort Témiscamingue,Centre d'acceuil/Installtion d'interprétation - Fort Témiscamingue,Visitor center/Interpretation facility,Centre d'acceuil/Installtion d'interprétation,,,,,Visitor Centre / Interpretation Facility//Centre d'acceuil / Installation d'interprétation,Yes//Oui,Yes//Oui
-73.2696271470015,45.1269590006762,201857,Visitor center/Interpretation facility - Fort Lennox,Centre d'acceuil/Installtion d'interprétation - Fort Lennox,Visitor center/Interpretation facility,Centre d'acceuil/Installtion d'interprétation,,,,,Visitor Centre / Interpretation Facility//Centre d'acceuil / Installation d'interprétation,Yes//Oui,Yes//Oui
-73.7578451969948,45.8527484847712,201858,Picnic / Day Use Area - Maison Sir Wilfrid Laurier,Aire de pique-nique - Maison Sir Wilfrid Laurier,Picnic / Day Use Area,Aire de pique-nique,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,Yes//Oui
-73.7574851554342,45.8525849054336,201859,Visitor center/Interpretation facility - Maison Sir Wilfrid Laurier,Centre d'acceuil/Installtion d'interprétation - Maison Sir Wilfrid Laurier,Visitor center/Interpretation facility,Centre d'acceuil/Installtion d'interprétation,,,,,Visitor Centre / Interpretation Facility//Centre d'acceuil / Installation d'interprétation,Yes//Oui,No//Non
-72.6610237338307,46.3950016663763,201860,Parks Canada offices - Vieilles Forges du Saint-Maurice,Bureaux de Parcs Canada - Vieilles Forges du Saint-Maurice,Parks Canada offices,Bureaux de Parcs Canada,,,,,Parks Canada Offices//Bureaux de Parcs Canada,No//Non,Yes//Oui
-72.6610237338307,46.3950016663763,201861,Compound/Operations Station - Vieilles Forges du Saint-Maurice,Ateliers/Station des opérations - Vieilles Forges du Saint-Maurice,Compound/Operations station,Ateliers/Station des opérations,,,,,Compound/Operations Station//Ateliers/Station des opérations,No//Non,Yes//Oui
-72.6613360277882,46.3947231969682,201862,Garbage / Recycling Facility - Vieilles Forges du Saint-Maurice,Installations pour déchêts et recyclage - Vieilles Forges du Saint-Maurice,Garbage / Recycling Facility,Installations pour déchêts et recyclage,,,,,Garbage / Recycling Facility//Installations pour déchets et recyclage,Yes//Oui,No//Non
-73.0539335542148,46.7515561433583,201863,Swimming Area - Parc national de la Mauricie (Wapizagonke Nord),Aire de baignade - Parc national de la Mauricie (Wapizagonke Nord),Swimming Area,Aire de baignade,,,,,Swimming Area//Aire de baignade,Yes//Oui,No//Non
-73.0541384033532,46.7510033626958,201864,Picnic / Day Use Area - Parc national de la Mauricie (Wapizagonke Nord),Aire de pique-nique - Parc national de la Mauricie (Wapizagonke Nord),Picnic / Day Use Area,Aire de pique-nique,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,Yes//Oui
-72.9203858781724,46.7666125396489,201865,Playground - Parc national de la mauricie (Lac Édouard),Terrain de jeu - Parc national de la mauricie (Lac Édouard),Playground,Terrain de jeu,,,,,Playground//Terrain de jeu,Yes//Oui,Yes//Oui
-72.9204986054521,46.7661541523169,201866,Picnic / Day Use Area - Parc national de la mauricie (Lac Édouard),Aire de pique-nique - Parc national de la mauricie (Lac Édouard),Picnic / Day Use Area,Aire de pique-nique,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,Yes//Oui
-72.918185046999,46.7663889576586,201867,Picnic / Day Use Area - Parc national de la mauricie (Lac Édouard),Aire de pique-nique - Parc national de la mauricie (Lac Édouard),Picnic / Day Use Area,Aire de pique-nique,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,Yes//Oui
-72.809463426862,46.752487248105,201868,Playground - Parc national de la Mauricie (Rivière-à-la-Pêche),Terrain de jeu - Parc national de la Mauricie (Rivière-à-la-Pêche),Playground,Terrain de jeu,,,,,Playground//Terrain de jeu,Yes//Oui,Yes//Oui
-72.807512159392,46.7542876817313,201869,Garbage / Recycling Facility - Parc national de la mauricie (Rivière-à-la-Pêche),Installations pour déchêts et recyclage - Parc national de la mauricie (Rivière-à-la-Pêche),Garbage / Recycling Facility,Installations pour déchêts et recyclage,,,,,Garbage / Recycling Facility//Installations pour déchets et recyclage,Yes//Oui,No//Non
-72.8025627084262,46.7536661482395,201870,Garbage / Recycling Facility - Parc national de la mauricie (Rivière-à-la-Pêche),Installations pour déchêts et recyclage - Parc national de la mauricie (Rivière-à-la-Pêche),Garbage / Recycling Facility,Installations pour déchêts et recyclage,,,,,Garbage / Recycling Facility//Installations pour déchets et recyclage,Yes//Oui,No//Non
-72.8025180414316,46.7536760145902,201871,Garbage / Recycling Facility - Parc national de la mauricie (Rivière-à-la-Pêche),Installations pour déchêts et recyclage - Parc national de la mauricie (Rivière-à-la-Pêche),Garbage / Recycling Facility,Installations pour déchêts et recyclage,,,,,Garbage / Recycling Facility//Installations pour déchets et recyclage,Yes//Oui,No//Non
-72.6613360277882,46.3947231969682,201872,Garbage / Recycling Facility - Vieilles Forges du Saint-Maurice,Installations pour déchêts et recyclage - Vieilles Forges du Saint-Maurice,Garbage / Recycling Facility,Installations pour déchêts et recyclage,,,,,Garbage / Recycling Facility//Installations pour déchets et recyclage,Yes//Oui,No//Non
-73.005385827369,46.6697675084391,201873,Garbage / Recycling Facility - Parc national de la Mauricie (Secteur Saint-Mathieu),Installations pour déchêts et recyclage - Parc national de la Mauricie (Secteur Saint-Mathieu),Garbage / Recycling Facility,Installations pour déchêts et recyclage,,,,,Garbage / Recycling Facility//Installations pour déchets et recyclage,Yes//Oui,No//Non
-73.055630700215,46.7511375113743,201874,Garbage / Recycling Facility - Parc national de la Mauricie (Wapizagonke Nord),Installations pour déchêts et recyclage - Parc national de la Mauricie (Wapizagonke Nord),Garbage / Recycling Facility,Installations pour déchêts et recyclage,,,,,Garbage / Recycling Facility//Installations pour déchets et recyclage,Yes//Oui,No//Non
-72.9174406803169,46.7672589493667,201875,Garbage / Recycling Facility - Parc national de la Mauricie (Lac Édouard),Installations pour déchêts et recyclage - Parc national de la Mauricie (Lac Édouard),Garbage / Recycling Facility,Installations pour déchêts et recyclage,,,,,Garbage / Recycling Facility//Installations pour déchets et recyclage,Yes//Oui,No//Non
