X,Y,OBJECTID,name_e,nom_f,url_e,url_f,site_num_site,min_scale_echelle,max_scale_echelle,PreserveGlobal
-115.528236551852,51.1952463695442,1260926,Tunnel Mountain Village 1,,,,K005,2000,,
-115.528236551852,51.1952463695442,1260927,Tunnel Mountain Village 1,,,,K005,2000,,
-115.528236551852,51.1952463695442,1260928,Tunnel Mountain Village 1,,,,K005,2000,,
-115.528236551852,51.1952463695442,1260929,Tunnel Mountain Village 1,,,,K005,2000,,
-115.528191892898,51.1950771279242,1260930,Tunnel Mountain Village 1,,,,K006,2000,,
-115.528191892898,51.1950771279242,1260931,Tunnel Mountain Village 1,,,,K006,2000,,
-115.528191892898,51.1950771279242,1260932,Tunnel Mountain Village 1,,,,K006,2000,,
-115.528191892898,51.1950771279242,1260933,Tunnel Mountain Village 1,,,,K006,2000,,
-115.528612699547,51.1951510370335,1260934,Tunnel Mountain Village 1,,,,K007,2000,,
-115.528612699547,51.1951510370335,1260935,Tunnel Mountain Village 1,,,,K007,2000,,
-115.528612699547,51.1951510370335,1260936,Tunnel Mountain Village 1,,,,K007,2000,,
-115.528612699547,51.1951510370335,1260937,Tunnel Mountain Village 1,,,,K007,2000,,
-115.52858141016,51.194990540375,1260938,Tunnel Mountain Village 1,,,,K008,2000,,
-115.52858141016,51.194990540375,1260939,Tunnel Mountain Village 1,,,,K008,2000,,
-115.52858141016,51.194990540375,1260940,Tunnel Mountain Village 1,,,,K008,2000,,
-115.52858141016,51.194990540375,1260941,Tunnel Mountain Village 1,,,,K008,2000,,
-115.528910069231,51.1951004548004,1260942,Tunnel Mountain Village 1,,,,K009,2000,,
-115.528910069231,51.1951004548004,1260943,Tunnel Mountain Village 1,,,,K009,2000,,
-115.528910069231,51.1951004548004,1260944,Tunnel Mountain Village 1,,,,K009,2000,,
-115.528910069231,51.1951004548004,1260945,Tunnel Mountain Village 1,,,,K009,2000,,
-115.528897700174,51.1949173260191,1260946,Tunnel Mountain Village 1,,,,K010,2000,,
-115.528897700174,51.1949173260191,1260947,Tunnel Mountain Village 1,,,,K010,2000,,
-115.528897700174,51.1949173260191,1260948,Tunnel Mountain Village 1,,,,K010,2000,,
-115.528897700174,51.1949173260191,1260949,Tunnel Mountain Village 1,,,,K010,2000,,
-115.529250100032,51.1949960903555,1260950,Tunnel Mountain Village 1,,,,K011,2000,,
-115.529250100032,51.1949960903555,1260951,Tunnel Mountain Village 1,,,,K011,2000,,
-115.529250100032,51.1949960903555,1260952,Tunnel Mountain Village 1,,,,K011,2000,,
-115.529250100032,51.1949960903555,1260953,Tunnel Mountain Village 1,,,,K011,2000,,
-115.529164323511,51.1948320496936,1260954,Tunnel Mountain Village 1,,,,K012,2000,,
-115.529164323511,51.1948320496936,1260955,Tunnel Mountain Village 1,,,,K012,2000,,
-115.529164323511,51.1948320496936,1260956,Tunnel Mountain Village 1,,,,K012,2000,,
-115.529164323511,51.1948320496936,1260957,Tunnel Mountain Village 1,,,,K012,2000,,
-115.529513174577,51.1948793200165,1260958,Tunnel Mountain Village 1,,,,K013,2000,,
-115.529513174577,51.1948793200165,1260959,Tunnel Mountain Village 1,,,,K013,2000,,
-115.529513174577,51.1948793200165,1260960,Tunnel Mountain Village 1,,,,K013,2000,,
-115.529513174577,51.1948793200165,1260961,Tunnel Mountain Village 1,,,,K013,2000,,
-115.529401654509,51.1946663541287,1260962,Tunnel Mountain Village 1,,,,K014,2000,,
-115.529401654509,51.1946663541287,1260963,Tunnel Mountain Village 1,,,,K014,2000,,
-115.529401654509,51.1946663541287,1260964,Tunnel Mountain Village 1,,,,K014,2000,,
-115.529401654509,51.1946663541287,1260965,Tunnel Mountain Village 1,,,,K014,2000,,
-115.529567301185,51.1946083981957,1260966,Tunnel Mountain Village 1,,,,K015,2000,,
-115.529567301185,51.1946083981957,1260967,Tunnel Mountain Village 1,,,,K015,2000,,
-115.529567301185,51.1946083981957,1260968,Tunnel Mountain Village 1,,,,K015,2000,,
-115.529567301185,51.1946083981957,1260969,Tunnel Mountain Village 1,,,,K015,2000,,
-115.529229365872,51.1946470341973,1260970,Tunnel Mountain Village 1,,,,K016,2000,,
-115.529229365872,51.1946470341973,1260971,Tunnel Mountain Village 1,,,,K016,2000,,
-115.529229365872,51.1946470341973,1260972,Tunnel Mountain Village 1,,,,K016,2000,,
-115.529229365872,51.1946470341973,1260973,Tunnel Mountain Village 1,,,,K016,2000,,
-115.529133853906,51.1945028852426,1260974,Tunnel Mountain Village 1,,,,K017,2000,,
-115.529133853906,51.1945028852426,1260975,Tunnel Mountain Village 1,,,,K017,2000,,
-115.529133853906,51.1945028852426,1260976,Tunnel Mountain Village 1,,,,K017,2000,,
-115.529133853906,51.1945028852426,1260977,Tunnel Mountain Village 1,,,,K017,2000,,
-115.528863047526,51.1947196212822,1260978,Tunnel Mountain Village 1,,,,K018,2000,,
-115.528863047526,51.1947196212822,1260979,Tunnel Mountain Village 1,,,,K018,2000,,
-115.528863047526,51.1947196212822,1260980,Tunnel Mountain Village 1,,,,K018,2000,,
-115.528863047526,51.1947196212822,1260981,Tunnel Mountain Village 1,,,,K018,2000,,
-115.528803558237,51.1945873595433,1260982,Tunnel Mountain Village 1,,,,K019,2000,,
-115.528803558237,51.1945873595433,1260983,Tunnel Mountain Village 1,,,,K019,2000,,
-115.528803558237,51.1945873595433,1260984,Tunnel Mountain Village 1,,,,K019,2000,,
-115.528803558237,51.1945873595433,1260985,Tunnel Mountain Village 1,,,,K019,2000,,
-115.528505550485,51.1948008940633,1260986,Tunnel Mountain Village 1,,,,K020,2000,,
-115.528505550485,51.1948008940633,1260987,Tunnel Mountain Village 1,,,,K020,2000,,
-115.528505550485,51.1948008940633,1260988,Tunnel Mountain Village 1,,,,K020,2000,,
-115.528505550485,51.1948008940633,1260989,Tunnel Mountain Village 1,,,,K020,2000,,
-115.52843696642,51.1946685182088,1260990,Tunnel Mountain Village 1,,,,K021,2000,,
-115.52843696642,51.1946685182088,1260991,Tunnel Mountain Village 1,,,,K021,2000,,
-115.52843696642,51.1946685182088,1260992,Tunnel Mountain Village 1,,,,K021,2000,,
-115.52843696642,51.1946685182088,1260993,Tunnel Mountain Village 1,,,,K021,2000,,
-115.528033709548,51.194900740198,1260994,Tunnel Mountain Village 1,,,,K022,2000,,
-115.528033709548,51.194900740198,1260995,Tunnel Mountain Village 1,,,,K022,2000,,
-115.528033709548,51.194900740198,1260996,Tunnel Mountain Village 1,,,,K022,2000,,
-115.528033709548,51.194900740198,1260997,Tunnel Mountain Village 1,,,,K022,2000,,
-115.527933015879,51.1947765368685,1260998,Tunnel Mountain Village 1,,,,K023,2000,,
-115.527933015879,51.1947765368685,1260999,Tunnel Mountain Village 1,,,,K023,2000,,
-115.527933015879,51.1947765368685,1261000,Tunnel Mountain Village 1,,,,K023,2000,,
-115.527933015879,51.1947765368685,1261001,Tunnel Mountain Village 1,,,,K023,2000,,
-115.527695132387,51.1949593770413,1261002,Tunnel Mountain Village 1,,,,K024,2000,,
-115.527695132387,51.1949593770413,1261003,Tunnel Mountain Village 1,,,,K024,2000,,
-115.527695132387,51.1949593770413,1261004,Tunnel Mountain Village 1,,,,K024,2000,,
-115.527695132387,51.1949593770413,1261005,Tunnel Mountain Village 1,,,,K024,2000,,
-115.527648563306,51.1948501494613,1261006,Tunnel Mountain Village 1,,,,K025,2000,,
-115.527648563306,51.1948501494613,1261007,Tunnel Mountain Village 1,,,,K025,2000,,
-115.527648563306,51.1948501494613,1261008,Tunnel Mountain Village 1,,,,K025,2000,,
-115.527648563306,51.1948501494613,1261009,Tunnel Mountain Village 1,,,,K025,2000,,
-115.527378931995,51.1950297299022,1261010,Tunnel Mountain Village 1,,,,K026,2000,,
-115.527378931995,51.1950297299022,1261011,Tunnel Mountain Village 1,,,,K026,2000,,
-115.527378931995,51.1950297299022,1261012,Tunnel Mountain Village 1,,,,K026,2000,,
-115.527378931995,51.1950297299022,1261013,Tunnel Mountain Village 1,,,,K026,2000,,
-115.527309893936,51.1949116429224,1261014,Tunnel Mountain Village 1,,,,K027,2000,,
-115.527309893936,51.1949116429224,1261015,Tunnel Mountain Village 1,,,,K027,2000,,
-115.527309893936,51.1949116429224,1261016,Tunnel Mountain Village 1,,,,K027,2000,,
-115.527309893936,51.1949116429224,1261017,Tunnel Mountain Village 1,,,,K027,2000,,
-115.529292407271,51.1943819419579,1261018,Tunnel Mountain Village 1,,,,K028,2000,,
-115.529292407271,51.1943819419579,1261019,Tunnel Mountain Village 1,,,,K028,2000,,
-115.529292407271,51.1943819419579,1261020,Tunnel Mountain Village 1,,,,K028,2000,,
-115.529292407271,51.1943819419579,1261021,Tunnel Mountain Village 1,,,,K028,2000,,
-115.529434495881,51.1943494207019,1261022,Tunnel Mountain Village 1,,,,K029,2000,,
-115.529434495881,51.1943494207019,1261023,Tunnel Mountain Village 1,,,,K029,2000,,
-115.529434495881,51.1943494207019,1261024,Tunnel Mountain Village 1,,,,K029,2000,,
-115.529434495881,51.1943494207019,1261025,Tunnel Mountain Village 1,,,,K029,2000,,
-115.529039436591,51.1943244408349,1261026,Tunnel Mountain Village 1,,,,K030,2000,,
-115.529039436591,51.1943244408349,1261027,Tunnel Mountain Village 1,,,,K030,2000,,
-115.529039436591,51.1943244408349,1261028,Tunnel Mountain Village 1,,,,K030,2000,,
-115.529039436591,51.1943244408349,1261029,Tunnel Mountain Village 1,,,,K030,2000,,
-115.528997503113,51.1942124133331,1261030,Tunnel Mountain Village 1,,,,K031,2000,,
-115.528997503113,51.1942124133331,1261031,Tunnel Mountain Village 1,,,,K031,2000,,
-115.528997503113,51.1942124133331,1261032,Tunnel Mountain Village 1,,,,K031,2000,,
-115.528997503113,51.1942124133331,1261033,Tunnel Mountain Village 1,,,,K031,2000,,
-115.52872806303,51.1943862817681,1261034,Tunnel Mountain Village 1,,,,K032,2000,,
-115.52872806303,51.1943862817681,1261035,Tunnel Mountain Village 1,,,,K032,2000,,
-115.52872806303,51.1943862817681,1261036,Tunnel Mountain Village 1,,,,K032,2000,,
-115.52872806303,51.1943862817681,1261037,Tunnel Mountain Village 1,,,,K032,2000,,
-115.528672395729,51.1942769400664,1261038,Tunnel Mountain Village 1,,,,K033,2000,,
-115.528672395729,51.1942769400664,1261039,Tunnel Mountain Village 1,,,,K033,2000,,
-115.528672395729,51.1942769400664,1261040,Tunnel Mountain Village 1,,,,K033,2000,,
-115.528672395729,51.1942769400664,1261041,Tunnel Mountain Village 1,,,,K033,2000,,
-115.528310714351,51.1944896730021,1261042,Tunnel Mountain Village 1,,,,K034,2000,,
-115.528310714351,51.1944896730021,1261043,Tunnel Mountain Village 1,,,,K034,2000,,
-115.528310714351,51.1944896730021,1261044,Tunnel Mountain Village 1,,,,K034,2000,,
-115.528310714351,51.1944896730021,1261045,Tunnel Mountain Village 1,,,,K034,2000,,
-115.528255866085,51.1943546112322,1261046,Tunnel Mountain Village 1,,,,K035,2000,,
-115.528255866085,51.1943546112322,1261047,Tunnel Mountain Village 1,,,,K035,2000,,
-115.528255866085,51.1943546112322,1261048,Tunnel Mountain Village 1,,,,K035,2000,,
-115.528255866085,51.1943546112322,1261049,Tunnel Mountain Village 1,,,,K035,2000,,
-115.527775746573,51.1945715709157,1261050,Tunnel Mountain Village 1,,,,K036,2000,,
-115.527775746573,51.1945715709157,1261051,Tunnel Mountain Village 1,,,,K036,2000,,
-115.527775746573,51.1945715709157,1261052,Tunnel Mountain Village 1,,,,K036,2000,,
-115.527775746573,51.1945715709157,1261053,Tunnel Mountain Village 1,,,,K036,2000,,
-115.527715532291,51.1944621719487,1261054,Tunnel Mountain Village 1,,,,K037,2000,,
-115.527715532291,51.1944621719487,1261055,Tunnel Mountain Village 1,,,,K037,2000,,
-115.527715532291,51.1944621719487,1261056,Tunnel Mountain Village 1,,,,K037,2000,,
-115.527715532291,51.1944621719487,1261057,Tunnel Mountain Village 1,,,,K037,2000,,
-115.527477557162,51.1946478684975,1261058,Tunnel Mountain Village 1,,,,K038,2000,,
-115.527477557162,51.1946478684975,1261059,Tunnel Mountain Village 1,,,,K038,2000,,
-115.527477557162,51.1946478684975,1261060,Tunnel Mountain Village 1,,,,K038,2000,,
-115.527477557162,51.1946478684975,1261061,Tunnel Mountain Village 1,,,,K038,2000,,
-115.527385689336,51.1945323543485,1261062,Tunnel Mountain Village 1,,,,K039,2000,,
-115.527385689336,51.1945323543485,1261063,Tunnel Mountain Village 1,,,,K039,2000,,
-115.527385689336,51.1945323543485,1261064,Tunnel Mountain Village 1,,,,K039,2000,,
-115.527385689336,51.1945323543485,1261065,Tunnel Mountain Village 1,,,,K039,2000,,
-115.527156081878,51.1947410270048,1261066,Tunnel Mountain Village 1,,,,K040,2000,,
-115.527156081878,51.1947410270048,1261067,Tunnel Mountain Village 1,,,,K040,2000,,
-115.527156081878,51.1947410270048,1261068,Tunnel Mountain Village 1,,,,K040,2000,,
-115.527156081878,51.1947410270048,1261069,Tunnel Mountain Village 1,,,,K040,2000,,
-115.527096051798,51.1946259121658,1261070,Tunnel Mountain Village 1,,,,K041,2000,,
-115.527096051798,51.1946259121658,1261071,Tunnel Mountain Village 1,,,,K041,2000,,
-115.527096051798,51.1946259121658,1261072,Tunnel Mountain Village 1,,,,K041,2000,,
-115.527096051798,51.1946259121658,1261073,Tunnel Mountain Village 1,,,,K041,2000,,
-115.529111302117,51.1940680375356,1261074,Tunnel Mountain Village 1,,,,K042,2000,,
-115.529111302117,51.1940680375356,1261075,Tunnel Mountain Village 1,,,,K042,2000,,
-115.529111302117,51.1940680375356,1261076,Tunnel Mountain Village 1,,,,K042,2000,,
-115.529111302117,51.1940680375356,1261077,Tunnel Mountain Village 1,,,,K042,2000,,
-115.529307055697,51.1940647796954,1261078,Tunnel Mountain Village 1,,,,K043,2000,,
-115.529307055697,51.1940647796954,1261079,Tunnel Mountain Village 1,,,,K043,2000,,
-115.529307055697,51.1940647796954,1261080,Tunnel Mountain Village 1,,,,K043,2000,,
-115.529307055697,51.1940647796954,1261081,Tunnel Mountain Village 1,,,,K043,2000,,
-115.529194172908,51.1938946813173,1261082,Tunnel Mountain Village 1,,,,K044,2000,,
-115.529194172908,51.1938946813173,1261083,Tunnel Mountain Village 1,,,,K044,2000,,
-115.529194172908,51.1938946813173,1261084,Tunnel Mountain Village 1,,,,K044,2000,,
-115.529194172908,51.1938946813173,1261085,Tunnel Mountain Village 1,,,,K044,2000,,
-115.528840234051,51.1938645006353,1261086,Tunnel Mountain Village 1,,,,K045,2000,,
-115.528840234051,51.1938645006353,1261087,Tunnel Mountain Village 1,,,,K045,2000,,
-115.528840234051,51.1938645006353,1261088,Tunnel Mountain Village 1,,,,K045,2000,,
-115.528840234051,51.1938645006353,1261089,Tunnel Mountain Village 1,,,,K045,2000,,
-115.528895810228,51.19397669888,1261090,Tunnel Mountain Village 1,,,,K046,2000,,
-115.528895810228,51.19397669888,1261091,Tunnel Mountain Village 1,,,,K046,2000,,
-115.528895810228,51.19397669888,1261092,Tunnel Mountain Village 1,,,,K046,2000,,
-115.528895810228,51.19397669888,1261093,Tunnel Mountain Village 1,,,,K046,2000,,
-115.528419616091,51.1939278251938,1261094,Tunnel Mountain Village 1,,,,K047,2000,,
-115.528419616091,51.1939278251938,1261095,Tunnel Mountain Village 1,,,,K047,2000,,
-115.528419616091,51.1939278251938,1261096,Tunnel Mountain Village 1,,,,K047,2000,,
-115.528419616091,51.1939278251938,1261097,Tunnel Mountain Village 1,,,,K047,2000,,
-115.528492201073,51.1940774056302,1261098,Tunnel Mountain Village 1,,,,K048,2000,,
-115.528492201073,51.1940774056302,1261099,Tunnel Mountain Village 1,,,,K048,2000,,
-115.528492201073,51.1940774056302,1261100,Tunnel Mountain Village 1,,,,K048,2000,,
-115.528492201073,51.1940774056302,1261101,Tunnel Mountain Village 1,,,,K048,2000,,
-115.52797452509,51.1940451615043,1261102,Tunnel Mountain Village 1,,,,K049,2000,,
-115.52797452509,51.1940451615043,1261103,Tunnel Mountain Village 1,,,,K049,2000,,
-115.52797452509,51.1940451615043,1261104,Tunnel Mountain Village 1,,,,K049,2000,,
-115.52797452509,51.1940451615043,1261105,Tunnel Mountain Village 1,,,,K049,2000,,
-115.528061755821,51.1941634773703,1261106,Tunnel Mountain Village 1,,,,K050,2000,,
-115.528061755821,51.1941634773703,1261107,Tunnel Mountain Village 1,,,,K050,2000,,
-115.528061755821,51.1941634773703,1261108,Tunnel Mountain Village 1,,,,K050,2000,,
-115.528061755821,51.1941634773703,1261109,Tunnel Mountain Village 1,,,,K050,2000,,
-115.527657784812,51.1941326631793,1261110,Tunnel Mountain Village 1,,,,K051,2000,,
-115.527657784812,51.1941326631793,1261111,Tunnel Mountain Village 1,,,,K051,2000,,
-115.527657784812,51.1941326631793,1261112,Tunnel Mountain Village 1,,,,K051,2000,,
-115.527657784812,51.1941326631793,1261113,Tunnel Mountain Village 1,,,,K051,2000,,
-115.527740739521,51.1942423475651,1261114,Tunnel Mountain Village 1,,,,K052,2000,,
-115.527740739521,51.1942423475651,1261115,Tunnel Mountain Village 1,,,,K052,2000,,
-115.527740739521,51.1942423475651,1261116,Tunnel Mountain Village 1,,,,K052,2000,,
-115.527740739521,51.1942423475651,1261117,Tunnel Mountain Village 1,,,,K052,2000,,
-115.527368423207,51.1942176497182,1261118,Tunnel Mountain Village 1,,,,K053,2000,,
-115.527368423207,51.1942176497182,1261119,Tunnel Mountain Village 1,,,,K053,2000,,
-115.527368423207,51.1942176497182,1261120,Tunnel Mountain Village 1,,,,K053,2000,,
-115.527368423207,51.1942176497182,1261121,Tunnel Mountain Village 1,,,,K053,2000,,
-115.52746129298,51.1943017282541,1261122,Tunnel Mountain Village 1,,,,K054,2000,,
-115.52746129298,51.1943017282541,1261123,Tunnel Mountain Village 1,,,,K054,2000,,
-115.52746129298,51.1943017282541,1261124,Tunnel Mountain Village 1,,,,K054,2000,,
-115.52746129298,51.1943017282541,1261125,Tunnel Mountain Village 1,,,,K054,2000,,
-115.527038400169,51.1942935461877,1261126,Tunnel Mountain Village 1,,,,K055,2000,,
-115.527038400169,51.1942935461877,1261127,Tunnel Mountain Village 1,,,,K055,2000,,
-115.527038400169,51.1942935461877,1261128,Tunnel Mountain Village 1,,,,K055,2000,,
-115.527038400169,51.1942935461877,1261129,Tunnel Mountain Village 1,,,,K055,2000,,
-115.527176113852,51.194398202819,1261130,Tunnel Mountain Village 1,,,,K056,2000,,
-115.527176113852,51.194398202819,1261131,Tunnel Mountain Village 1,,,,K056,2000,,
-115.527176113852,51.194398202819,1261132,Tunnel Mountain Village 1,,,,K056,2000,,
-115.527176113852,51.194398202819,1261133,Tunnel Mountain Village 1,,,,K056,2000,,
-115.526788603435,51.1944219124676,1261134,Tunnel Mountain Village 1,,,,K057,2000,,
-115.526788603435,51.1944219124676,1261135,Tunnel Mountain Village 1,,,,K057,2000,,
-115.526788603435,51.1944219124676,1261136,Tunnel Mountain Village 1,,,,K057,2000,,
-115.526788603435,51.1944219124676,1261137,Tunnel Mountain Village 1,,,,K057,2000,,
-115.52694723466,51.1945840135924,1261138,Tunnel Mountain Village 1,,,,K058,2000,,
-115.52694723466,51.1945840135924,1261139,Tunnel Mountain Village 1,,,,K058,2000,,
-115.52694723466,51.1945840135924,1261140,Tunnel Mountain Village 1,,,,K058,2000,,
-115.52694723466,51.1945840135924,1261141,Tunnel Mountain Village 1,,,,K058,2000,,
-115.526762844675,51.1946588845911,1261142,Tunnel Mountain Village 1,,,,K059,2000,,
-115.526762844675,51.1946588845911,1261143,Tunnel Mountain Village 1,,,,K059,2000,,
-115.526762844675,51.1946588845911,1261144,Tunnel Mountain Village 1,,,,K059,2000,,
-115.526762844675,51.1946588845911,1261145,Tunnel Mountain Village 1,,,,K059,2000,,
-115.527106680252,51.194863341959,1261146,Tunnel Mountain Village 1,,,,K060,2000,,
-115.527106680252,51.194863341959,1261147,Tunnel Mountain Village 1,,,,K060,2000,,
-115.527106680252,51.194863341959,1261148,Tunnel Mountain Village 1,,,,K060,2000,,
-115.527106680252,51.194863341959,1261149,Tunnel Mountain Village 1,,,,K060,2000,,
-115.526891180326,51.1949149485295,1261150,Tunnel Mountain Village 1,,,,K061,2000,,
-115.526891180326,51.1949149485295,1261151,Tunnel Mountain Village 1,,,,K061,2000,,
-115.526891180326,51.1949149485295,1261152,Tunnel Mountain Village 1,,,,K061,2000,,
-115.526891180326,51.1949149485295,1261153,Tunnel Mountain Village 1,,,,K061,2000,,
-115.527219641159,51.1951735329913,1261154,Tunnel Mountain Village 1,,,,K062,2000,,
-115.527219641159,51.1951735329913,1261155,Tunnel Mountain Village 1,,,,K062,2000,,
-115.527219641159,51.1951735329913,1261156,Tunnel Mountain Village 1,,,,K062,2000,,
-115.527219641159,51.1951735329913,1261157,Tunnel Mountain Village 1,,,,K062,2000,,
-115.527041164841,51.1952055932883,1261158,Tunnel Mountain Village 1,,,,K063,2000,,
-115.527041164841,51.1952055932883,1261159,Tunnel Mountain Village 1,,,,K063,2000,,
-115.527041164841,51.1952055932883,1261160,Tunnel Mountain Village 1,,,,K063,2000,,
-115.527041164841,51.1952055932883,1261161,Tunnel Mountain Village 1,,,,K063,2000,,
-115.516691811494,51.2278250927125,1261162,Two Jack Main,,,,38-h,2000,,
-115.516691811494,51.2278250927125,1261163,Two Jack Main,,,,38-h,2000,,
-115.516691811494,51.2278250927125,1261164,Two Jack Main,,,,38-h,2000,,
-115.516691811494,51.2278250927125,1261165,Two Jack Main,,,,38-h,2000,,
-115.516953176165,51.2276926118138,1261166,Two Jack Main,,,,38-g,2000,,
-115.516953176165,51.2276926118138,1261167,Two Jack Main,,,,38-g,2000,,
-115.516953176165,51.2276926118138,1261168,Two Jack Main,,,,38-g,2000,,
-115.516953176165,51.2276926118138,1261169,Two Jack Main,,,,38-g,2000,,
-115.517117421392,51.2275238748994,1261170,Two Jack Main,,,,38-f,2000,,
-115.517117421392,51.2275238748994,1261171,Two Jack Main,,,,38-f,2000,,
-115.517117421392,51.2275238748994,1261172,Two Jack Main,,,,38-f,2000,,
-115.517117421392,51.2275238748994,1261173,Two Jack Main,,,,38-f,2000,,
-115.517025143528,51.2272771120484,1261174,Two Jack Main,,,,38-e,2000,,
-115.517025143528,51.2272771120484,1261175,Two Jack Main,,,,38-e,2000,,
-115.517025143528,51.2272771120484,1261176,Two Jack Main,,,,38-e,2000,,
-115.517025143528,51.2272771120484,1261177,Two Jack Main,,,,38-e,2000,,
-115.516741061748,51.2271669496019,1261178,Two Jack Main,,,,38-d,2000,,
-115.516741061748,51.2271669496019,1261179,Two Jack Main,,,,38-d,2000,,
-115.516741061748,51.2271669496019,1261180,Two Jack Main,,,,38-d,2000,,
-115.516741061748,51.2271669496019,1261181,Two Jack Main,,,,38-d,2000,,
-115.516418724789,51.2272312892935,1261182,Two Jack Main,,,,38-c,2000,,
-115.516418724789,51.2272312892935,1261183,Two Jack Main,,,,38-c,2000,,
-115.516418724789,51.2272312892935,1261184,Two Jack Main,,,,38-c,2000,,
-115.516418724789,51.2272312892935,1261185,Two Jack Main,,,,38-c,2000,,
-115.516269923271,51.2273746064976,1261186,Two Jack Main,,,,38-b,2000,,
-115.516269923271,51.2273746064976,1261187,Two Jack Main,,,,38-b,2000,,
-115.516269923271,51.2273746064976,1261188,Two Jack Main,,,,38-b,2000,,
-115.516269923271,51.2273746064976,1261189,Two Jack Main,,,,38-b,2000,,
-115.516241456123,51.2275447368479,1261190,Two Jack Main,,,,38-a,2000,,
-115.516241456123,51.2275447368479,1261191,Two Jack Main,,,,38-a,2000,,
-115.516241456123,51.2275447368479,1261192,Two Jack Main,,,,38-a,2000,,
-115.516241456123,51.2275447368479,1261193,Two Jack Main,,,,38-a,2000,,
-115.515291483379,51.2281810743355,1261194,Two Jack Main,,,,37-a,2000,,
-115.515291483379,51.2281810743355,1261195,Two Jack Main,,,,37-a,2000,,
-115.515291483379,51.2281810743355,1261196,Two Jack Main,,,,37-a,2000,,
-115.515291483379,51.2281810743355,1261197,Two Jack Main,,,,37-a,2000,,
-115.515313995428,51.228308989133,1261198,Two Jack Main,,,,37-b,2000,,
-115.515313995428,51.228308989133,1261199,Two Jack Main,,,,37-b,2000,,
-115.515313995428,51.228308989133,1261200,Two Jack Main,,,,37-b,2000,,
-115.515313995428,51.228308989133,1261201,Two Jack Main,,,,37-b,2000,,
-115.515305514044,51.2284303743305,1261202,Two Jack Main,,,,37-c,2000,,
-115.515305514044,51.2284303743305,1261203,Two Jack Main,,,,37-c,2000,,
-115.515305514044,51.2284303743305,1261204,Two Jack Main,,,,37-c,2000,,
-115.515305514044,51.2284303743305,1261205,Two Jack Main,,,,37-c,2000,,
-115.515380117363,51.2286081748964,1261206,Two Jack Main,,,,37-d,2000,,
-115.515380117363,51.2286081748964,1261207,Two Jack Main,,,,37-d,2000,,
-115.515380117363,51.2286081748964,1261208,Two Jack Main,,,,37-d,2000,,
-115.515380117363,51.2286081748964,1261209,Two Jack Main,,,,37-d,2000,,
-115.515535082648,51.2287306384843,1261210,Two Jack Main,,,,37-e,2000,,
-115.515535082648,51.2287306384843,1261211,Two Jack Main,,,,37-e,2000,,
-115.515535082648,51.2287306384843,1261212,Two Jack Main,,,,37-e,2000,,
-115.515535082648,51.2287306384843,1261213,Two Jack Main,,,,37-e,2000,,
-115.515930930443,51.2287520001505,1261214,Two Jack Main,,,,37-f,2000,,
-115.515930930443,51.2287520001505,1261215,Two Jack Main,,,,37-f,2000,,
-115.515930930443,51.2287520001505,1261216,Two Jack Main,,,,37-f,2000,,
-115.515930930443,51.2287520001505,1261217,Two Jack Main,,,,37-f,2000,,
-115.516134152467,51.2286306772804,1261218,Two Jack Main,,,,37-g,2000,,
-115.516134152467,51.2286306772804,1261219,Two Jack Main,,,,37-g,2000,,
-115.516134152467,51.2286306772804,1261220,Two Jack Main,,,,37-g,2000,,
-115.516134152467,51.2286306772804,1261221,Two Jack Main,,,,37-g,2000,,
-115.516235205856,51.2283892366223,1261222,Two Jack Main,,,,37-h,2000,,
-115.516235205856,51.2283892366223,1261223,Two Jack Main,,,,37-h,2000,,
-115.516235205856,51.2283892366223,1261224,Two Jack Main,,,,37-h,2000,,
-115.516235205856,51.2283892366223,1261225,Two Jack Main,,,,37-h,2000,,
-115.516201990578,51.2281985063256,1261226,Two Jack Main,,,,37-i,2000,,
-115.516201990578,51.2281985063256,1261227,Two Jack Main,,,,37-i,2000,,
-115.516201990578,51.2281985063256,1261228,Two Jack Main,,,,37-i,2000,,
-115.516201990578,51.2281985063256,1261229,Two Jack Main,,,,37-i,2000,,
-115.516108908871,51.2280317365215,1261230,Two Jack Main,,,,37-j,2000,,
-115.516108908871,51.2280317365215,1261231,Two Jack Main,,,,37-j,2000,,
-115.516108908871,51.2280317365215,1261232,Two Jack Main,,,,37-j,2000,,
-115.516108908871,51.2280317365215,1261233,Two Jack Main,,,,37-j,2000,,
-115.515875907784,51.2279367202381,1261234,Two Jack Main,,,,37-k,2000,,
-115.515875907784,51.2279367202381,1261235,Two Jack Main,,,,37-k,2000,,
-115.515875907784,51.2279367202381,1261236,Two Jack Main,,,,37-k,2000,,
-115.515875907784,51.2279367202381,1261237,Two Jack Main,,,,37-k,2000,,
-115.515590839623,51.2279633422005,1261238,Two Jack Main,,,,37-l,2000,,
-115.515590839623,51.2279633422005,1261239,Two Jack Main,,,,37-l,2000,,
-115.515590839623,51.2279633422005,1261240,Two Jack Main,,,,37-l,2000,,
-115.515590839623,51.2279633422005,1261241,Two Jack Main,,,,37-l,2000,,
-115.514750248102,51.2289510606955,1261242,Two Jack Main,,,,35-a,2000,,
-115.514750248102,51.2289510606955,1261243,Two Jack Main,,,,35-a,2000,,
-115.514750248102,51.2289510606955,1261244,Two Jack Main,,,,35-a,2000,,
