X,Y,OBJECTID,Name_e,Nom_f,Noms_Alt_Names,Descr_e,Descr_f,min_scale_echelle,max_scale_echelle,D_Source,D_Source_Code,url_e,url_f,Principal_type
-87.2416826789334,47.9167839294162,104938,Arlington,,,,,,,NMCA files,,,,Shipwreck//Épave
-88.12110232655,48.2985761602834,104939,Ottawa,,,,,,,NMCA files,,,,Shipwreck//Épave
-88.2511857182116,48.4688060301758,104940,Sovereign,,,,,,,NMCA files,,,,Shipwreck//Épave
-88.1659016896437,48.2859990454709,104941,Prindoc,,,,,,,NMCA files,,,,Shipwreck//Épave
-88.2567326968653,49.0162786237355,104942,Cliffside Cemetery,,,Nipigon,,,,CanVec data 052H,1000039_2 ,,,Cemetery//Cimetière
-88.2481970590761,49.0370847354422,104943,,,,North of the Red Rock Indian Band Reserve,,,,CanVec data 052H,1000039_2,,,Cemetery//Cimetière
-88.5613769857492,48.7899616376601,104944,St. Isidore Roman Catholic Church,,,Dorion,,,,CanVec data 052A,1000039_2,,,Cemetery//Cimetière
-88.5658830627871,48.8242308058465,104945,Mountainside Cemetery,,,Dorion,,,,CanVec data 052A,1000039_2,,,Cemetery//Cimetière
-89.3185657296961,48.3531237925628,104946,Mountainview and St. Patrick's Cemetery,,,"Thunder Bay, Broadway Avenue",,,,CanVec data 052A,1000039_2,,,Cemetery//Cimetière
-89.2561121888268,48.4277928345145,104947,St. Andrew's Catholic Cemetery & Our Lady of Charity Mausoleum,,,"Thunder Bay, Oliver Road",,,,CanVec data 052A,1000039_2,,,Cemetery//Cimetière
-87.1050432972585,48.7919669491855,104948,Terrace Bay Cemetery,,,Terrace Bay,,,,CanVec data 042D,1000039_2,,,Cemetery//Cimetière
-87.2615462310948,48.8090206299995,104949,Schreiber Cemetary,,,Schreiber,,,,CanVec data 042D,1000039_2,,,Cemetery//Cimetière
-112.822770330362,53.6786727759453,104950,Trail Sign AW_S1,,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-112.819059683864,53.6775964989547,104951,Trail Sign AW_S2,,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-112.81516011785,53.6731787842419,104952,Trail Sign AW_S3,,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-112.812013391099,53.6859289511978,104953,Trail Sign BP_TS1,,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-112.806030018382,53.6876644621486,104954,Trail Sign BP_TS2,,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-112.857440188534,53.6334874258179,104955,Trail sign HB_TS1,,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-112.849752728644,53.6278709619061,104956,Trail Sign HB_TS2,,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-112.849757060688,53.6241670689378,104957,Trail Sign HB_TS3,,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-112.852549844599,53.6244025514218,104958,Trail Sign HB_TS4,,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-112.849381683729,53.6152369337794,104959,Trail Sign HB_TS5,,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-112.84047888996,53.606600090309,104960,Trail Sign HB_TS6,,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-112.838249179695,53.6022473089135,104961,Trail Sign HB_TS7,,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-112.81124001625,53.6071901485897,104962,Trail Sign HB_TS9,,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-112.818522072362,53.6144873152515,104963,Trail Sign HB_TS10,,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-112.842735189152,53.6219650138705,104964,Trail Sign HB_TS11,,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-112.831885273729,53.6835499586097,104965,Trail Sign LV_TS1,,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-112.832148711886,53.6547336717669,104966,Trail sign ML_TS1,,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-112.827835218313,53.6361817200429,104967,Trail Sign ML_TS2,,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-112.874846112158,53.6180590205947,104968,Trail sign TW_TS1,,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-112.863508574631,53.5964895283145,104969,Trail Sign TW_TS2,,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-112.868623686994,53.5887772753491,104970,Trail Sign TW_TS3,,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-112.880149530653,53.5870144290441,104971,Trail Sign TW_TS4,,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-112.89417829235,53.5885371492879,104972,Trail Sign TW_TS5,,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-112.906601324317,53.5922953755893,104973,Trail Sign TW_TS6,,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-112.913362447425,53.5991277032821,104974,Trail Sign TW_TS7,,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-112.91853773125,53.605940149346,104975,Trail Sign TW_TS8,,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-112.91763354042,53.6120049126721,104976,Trail Sign TW_TS9,,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-112.922805438606,53.6243460737044,104977,Trail Sign TW_TS10,,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-112.922788285683,53.6246340290127,104978,Trail Sign TW_TS11,,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-112.910556119168,53.6219981199862,104979,Trail Sign TW_TS12,,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-112.897212567688,53.6201697140135,104980,Trail Sign TW_TS13,,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-112.831215003364,53.6774478447846,104981,Sandy Beach,,,,,,,,,,,Beach//Plage
-112.797570124586,53.5670718908963,104982,Ukranian Village,,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-112.828060479946,53.672591737412,104983,Restaurant,,,,,,,,,,,Restaurant//Restaurant
-112.829125285944,53.6774276712365,104984,Parking,,,,,,,,,,,Parking//Stationnement
-112.829634379565,53.6794678859961,104985,Parking,,,,,,,,,,,Parking//Stationnement
-112.830753709966,53.6817199814607,104986,Parking,,,,,,,,,,,Parking//Stationnement
-112.827785185359,53.6736803995226,104987,Parking,,,,,,,,,,,Parking//Stationnement
-112.827590192092,53.6730625550406,104988,Parking,,,,,,,,,,,Parking//Stationnement
-112.837461017024,53.5790815683285,104989,Parking,,,,,,,,,,,Parking//Stationnement
-112.828496143545,53.6725862606338,104990,Golf Course,,,,,,,,,,,Golf Course//Cours de golf
-112.873380066383,53.6177227863221,104991,Viewpoint,,,,,,,,,,,Lookout/Lookoff//Belvédère
-112.83230302941,53.6737868663049,104992,Viewpoint,,,,,,,,,,,Lookout/Lookoff//Belvédère
-112.840839343415,53.6715553261742,104993,Viewpoint,,,,,,,,,,,Lookout/Lookoff//Belvédère
-112.870358464061,53.6675900239611,104994,Viewpoint,,,,,,,,,,,Lookout/Lookoff//Belvédère
-112.832667275232,53.6790561331352,104995,Sailing,,,,,,,,,,,Sailing//Voile
-112.832379016488,53.6790605445364,104996,Canoeing,,,,,,,,,,,Canoeing//Canot
-112.832090758064,53.6790649560649,104997,Kayaking,,,,,,,,,,,Kayaking//Kayak
-112.822887094754,53.6787845649666,104998,Parking,,,,,,,,,,,Parking//Stationnement
-112.812249713406,53.6859484581311,104999,Parking,,,,,,,,,,,Parking//Stationnement
-112.87024977334,53.6674124212784,105000,Parking,,,,,,,,,,,Parking//Stationnement
-112.835072372146,53.6571819380084,105001,Parking,,,,,,,,,,,Parking//Stationnement
-112.85742308705,53.6336699421985,105002,Parking,,,,,,,,,,,Parking//Stationnement
-112.859027289623,53.629197096712,105003,Parking,,,,,,,,,,,Parking//Stationnement
-112.874917110016,53.618269347412,105004,Parking,,,,,,,,,,,Parking//Stationnement
-112.846320216407,53.5698341232735,105005,Parking,,,,,,,,,,,Parking//Stationnement
-112.816730442452,53.6762474416056,105006,Bridge AW_B1,,,,,,,,,,,Bridge//Pont
-112.819428238546,53.6731499587043,105007,Bridge AW_B3,,,,,,,,,,,Bridge//Pont
-112.814262330611,53.6755387158163,105008,Bridge AW_B4,,,,,,,,,,,Bridge//Pont
-112.811182831194,53.684925676648,105009,Bridge BP_B1,,,,,,,,,,,Bridge//Pont
-112.807088441501,53.6872709261993,105010,Bridge BP_B2,,,,,,,,,,,Bridge//Pont
-112.833080196297,53.6842148945754,105011,Bridge LV_B1,,,,,,,,,,,Bridge//Pont
-112.833435682875,53.6843802576461,105012,Bridge LV_B2,,,,,,,,,,,Bridge//Pont
-112.8340252058,53.6847038504701,105013,Bridge LV_B3,,,,,,,,,,,Bridge//Pont
-112.834481560257,53.684750798554,105014,Bridge LV_B4,,,,,,,,,,,Bridge//Pont
-112.82980087912,53.6529356642423,105015,Bridge ML_B1,,,,,,,,,,,Bridge//Pont
-112.80375088445,53.6435501693099,105016,Bridge ML_B2,,,,,,,,,,,Bridge//Pont
-112.870374198186,53.6253209323013,105017,Bridge SIM_B1,,,,,,,,,,,Bridge//Pont
-112.847012316455,53.5332223991303,105018,Bridge WB_B1,,,,,,,,,,,Bridge//Pont
-112.85505475818,53.5673766591725,105019,Bridge WB_B2,,,,,,,,,,,Bridge//Pont
-112.863927438473,53.561718852938,105020,Bridge WB_B1,,,,,,,,,,,Bridge//Pont
-112.866357543906,53.557581516458,105021,Bridge WB_B2,,,,,,,,,,,Bridge//Pont
-112.86299303185,53.5555752778528,105022,Bridge WB_B3,,,,,,,,,,,Bridge//Pont
-112.865915711085,53.5506301602612,105023,Bridge WB_B4,,,,,,,,,,,Bridge//Pont
-112.864585522996,53.5464705626957,105024,Bridge WB_B5,,,,,,,,,,,Bridge//Pont
-112.866398893439,53.5458309489546,105025,Bridge WB_B6,,,,,,,,,,,Bridge//Pont
-112.829693935211,53.6754741047138,105026,Picnic Site,,,,,,,,,,,Picnic Site//Place de pique-nique
-112.831365672963,53.6765275996989,105027,Picnic Site,,,,,,,,,,,Picnic Site//Place de pique-nique
-112.831565158938,53.6811247234359,105028,Picnic Site,,,,,,,,,,,Picnic Site//Place de pique-nique
-112.827083185784,53.6782958071381,105029,Picnic Site,,,,,,,,,,,Picnic Site//Place de pique-nique
-112.824664323177,53.6770667432792,105030,Picnic Site,,,,,,,,,,,Picnic Site//Place de pique-nique
-112.830719523479,53.6798680239672,105031,Picnic Site,,,,,,,,,,,Picnic Site//Place de pique-nique
-112.831459148708,53.6806708805173,105032,Picnic Site,,,,,,,,,,,Picnic Site//Place de pique-nique
-112.832637496576,53.6812439507002,105033,Picnic Site,,,,,,,,,,,Picnic Site//Place de pique-nique
-106.066890758834,53.934018848007,105034,Bottle Recycling,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.067989730683,53.9350263014612,105035,Bottle Recycling,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.070440017459,53.9342099658586,105036,Bottle Recycling,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.074344035882,53.9043656703414,105037,Garbage Bin - Large,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.073450420846,53.9034864731405,105038,Garbage Bin - Large,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.065705424931,53.6401949337202,105039,Garbage Bin - Small,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.067141756972,53.6387934422202,105040,Garbage Bin - Large,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.066402575387,53.6400803366347,105041,Garbage Bin - Small,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.065847600268,53.6405473888503,105042,Garbage Bin - Small,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.068673936217,53.637894581248,105043,Garbage Bin - Large,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.072550873702,53.9262334423206,105044,Garbage Bin - Large,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.075492703151,53.9285272198742,105045,Garbage Bin - Large,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.075349019909,53.9279587462992,105046,Garbage Bin - Large,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.072165309358,53.927401038056,105047,Garbage Bin - Large,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.073683311574,53.9290885101111,105048,Garbage Bin - Small,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.064689091122,53.9346433878763,105049,Garbage Bin - Large,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.062969934209,53.9339394561931,105050,Garbage Bin - Large,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.06962219224,53.9352071515935,105051,Garbage Bin - Large,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.068022953495,53.93502307871,105052,Garbage Bin - Large,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.070351284899,53.9342417176396,105053,Garbage Bin - Small,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.066842187384,53.9340103332485,105054,Garbage Bin - Large,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.063152505534,53.9353568150838,105055,Garbage Bin - Large,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.064770070953,53.9362226144381,105056,Garbage Bin - Large,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.063312946645,53.9374499081477,105057,Garbage Bin - Large,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.06950415715,53.9385284030092,105058,Garbage Bin - Large,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.065131094908,53.9385395590038,105059,Garbage Bin - Large,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.068685256138,53.9408318108673,105060,Garbage Bin - Large,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.067217702859,53.93999392007,105061,Garbage Bin - Large,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.047891415786,53.8383938776218,105062,Garbage Bin - Large,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.293428086726,53.9793043433353,105063,Garbage Bin - Small,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.292896489,53.980689870966,105064,Garbage Bin - Large,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.294923747778,53.9797233739084,105065,Garbage Bin - Large,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.295904729249,53.9803695549979,105066,Garbage Bin - Large,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.292498849432,53.981224830345,105067,Garbage Bin - Large,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.295622875742,53.9805654935371,105068,Garbage Bin - Large,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.291548846851,53.9808933352731,105069,Garbage Bin - Large,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.047791447141,53.8382974416291,105070,Picnic Shelter,,,,,,,,,,,Picnic Site//Place de pique-nique
-106.048233008459,53.8379160713621,105071,Picnic Table 01,,,,,,,,,,,Picnic Site//Place de pique-nique
-106.048149607243,53.8381137108745,105072,Picnic Table 02,,,,,,,,,,,Picnic Site//Place de pique-nique
-106.047766967709,53.8381831115004,105073,Picnic Table 03,,,,,,,,,,,Picnic Site//Place de pique-nique
-106.047462878822,53.8383754012757,105074,Picnic Table 04,,,,,,,,,,,Picnic Site//Place de pique-nique
-106.047106476893,53.8384399412905,105075,Picnic Table 05,,,,,,,,,,,Picnic Site//Place de pique-nique
-106.047439408105,53.8384917405424,105076,Garbage - Small,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.047982386893,53.8383616507898,105077,Recycle - Small,,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-106.068828721343,53.9363373953342,105078,Parking,,,,,,,,,,,Parking//Stationnement
-106.069603741467,53.9405392824468,105079,Parking,,,,,,,,,,,Parking//Stationnement
-106.069065609846,53.9399917989439,105080,Parking,,,,,,,,,,,Parking//Stationnement
-106.068336918865,53.9407096198171,105081,Parking,,,,,,,,,,,Parking//Stationnement
-106.066336576609,53.640835142172,105082,Boat Launch,,,,,,,,,,,Boat Launch//Mise a l'eau pour embarcations
-106.066500685867,53.6403694520358,105083,Picnic Table 01,,,,,,,,,,,Picnic Site//Place de pique-nique
-106.068284867278,53.6382949216916,105084,Picnic Table 10,,,,,,,,,,,Picnic Site//Place de pique-nique
-106.066305807325,53.6401992914097,105085,Picnic Table 02,,,,,,,,,,,Picnic Site//Place de pique-nique
-106.066721638038,53.639743571302,105086,Picnic Table 03,,,,,,,,,,,Picnic Site//Place de pique-nique
-106.06715782695,53.6393646209465,105087,Picnic Table 04,,,,,,,,,,,Picnic Site//Place de pique-nique
-106.067281467219,53.6392171921019,105088,Picnic Table 05,,,,,,,,,,,Picnic Site//Place de pique-nique
-106.06752797684,53.6393507914621,105089,Picnic Table 06,,,,,,,,,,,Picnic Site//Place de pique-nique
-106.067839786126,53.6388714322906,105090,Picnic Table 07,,,,,,,,,,,Picnic Site//Place de pique-nique
-106.067898626812,53.6388613712959,105091,Picnic Table 08,,,,,,,,,,,Picnic Site//Place de pique-nique
-106.067984116765,53.6387589510446,105092,Picnic Table 09,,,,,,,,,,,Picnic Site//Place de pique-nique
-106.290691003511,53.9792259143991,105093,Narrows,,,,,,,,,,,Marina//Marina
-106.163361046506,53.9788308374205,105094,Birch Bay,,,,,,,,,,,Picnic Site//Place de pique-nique
-106.158652328357,53.8990383275078,105095,South Bay,,,,,,,,,,,Picnic Site//Place de pique-nique
-106.087768851293,54.0867722394428,105096,Big Island,,,,,,,,,,,Picnic Site//Place de pique-nique
-106.251159578098,54.0336003866047,105097,Crean Kitchen,,,,,,,,,,,Picnic Site//Place de pique-nique
-106.463513912716,54.1499411847703,105098,Grey Owl's Cabin,,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-106.426221482499,54.0377377169361,105099,Southend,,,,,,,,,,,Picnic Site//Place de pique-nique
-106.415049496706,54.0257478655099,105100,Kingsmere,,,,,,,,,,,Picnic Site//Place de pique-nique
-106.416336128658,54.0256321142318,105101,Kingsmere River,,,,,,,,,,,Boat Launch//Mise a l'eau pour embarcations
-106.236317303066,53.9569428405114,105102,Paignton Beach,,,,,,,,,,,Picnic Site//Place de pique-nique
-106.185527796003,53.9223846051703,105103,King Island,,,,,,,,,,,Picnic Site//Place de pique-nique
-106.183736168445,53.9084326386881,105104,Trippes Beach,,,,,,,,,,,Picnic Site//Place de pique-nique
-106.04692427761,53.8387111843953,105105,Namekus Lake,,,,,,,,,,,Picnic Site//Place de pique-nique
-106.082163459875,53.9237815835453,105106,Waskesiu Picnic Area,,,,,,,,,,,Picnic Site//Place de pique-nique
-106.050999881556,53.6104851844378,105107,Meridian,,,,,,,,,,,Picnic Site//Place de pique-nique
-106.0538963191,53.5855147161975,105108,South Gate Picnic Area,,,,,,,,,,,Picnic Site//Place de pique-nique
-106.612234102822,53.6444575636614,105109,Sturgeon Lookout,,,,,,,,,,,Lookout/Lookoff//Belvédère
-106.721762281453,53.709832409455,105110,Valleyview,,,,,,,,,,,Picnic Site//Place de pique-nique
-106.173159077651,53.9799927510084,105111,Heart Lakes Marina,,,,,,,,,,,Marina//Marina
-106.099096988526,53.9558231403973,105112,Point View,,,,,,,,,,,Picnic Site//Place de pique-nique
-106.090037719306,53.952858543923,105113,Waskesiu Marina,,,,,,,,,,,Marina//Marina
-65.2218962615683,44.4369764376185,105114,FIRST LOOKOFF,PREMIER BELVÉDÈRE,,,,,,,,,,Lookout/Lookoff//Belvédère
-65.2358371923229,44.4339329807391,105115,FORTH LOOKOFF,BELVÉDÈRE DE QUATRIÈME,,,,,,,,,,Lookout/Lookoff//Belvédère
-65.228855007443,44.4359891893484,105116,SECOND LOOKOFF,DEUXIÈME BELVÉDÈRE,,,,,,,,,,Lookout/Lookoff//Belvédère
-65.2315703575576,44.4352309799322,105117,THIRD LOOKOFF,TROISIÈME BELVÉDÈRE,,,,,,,,,,Lookout/Lookoff//Belvédère
-65.2198934487753,44.4011121285182,105118,KEJI OUTFITTERS,KEJI OUTFITTERS,,,,,,,,,,Canoe Rental//Location de canot
-65.2532652049094,44.4421226450902,105119,BIG DAM PARKING LOT,STATIONNEMENT DE LAC BIG DAM ,,,,,,,,,,Parking//Stationnement
-65.2069752673912,44.3846731581947,105120,GRAFTON LAKE PARKING LOT,STATIONNEMENT DU LAC GRAFTON ,,,,,,,,,,Parking//Stationnement
-65.2163067228507,44.3950309057355,105121,LOOKOFF,BELVÉDÈRE,,,,,,,,,,Lookout/Lookoff//Belvédère
-65.2490887161903,44.4003929758046,105122,SLAPFOOT BEACH,PLAGE SLAPFOOT,,,,,,,,,,Beach//Plage
-65.2069048252975,44.3839471835914,105123,MERRYMAKEDGE BEACH,PLAGE MERRYMAKEDGE,,,,,,,,,,Beach//Plage
-65.2319235605808,44.3984759043726,105124,KEDGE BEACH,PLAGE KEDGE,,,,,,,,,,Beach//Plage
-65.254171314672,44.4051517859699,105125,MEADOW BEACH,PLAGE MEADOW,,,,,,,,,,Beach//Plage
-65.2196133274159,44.3991798394699,105126,JAKES LANDING PARKING LOT,STATIONNEMENT DU JAKES LANDING,,,,,,,,,,Parking//Stationnement
-65.2338963436991,44.3988693501218,105127,KEDGE BEACH PARKING LOT,STATIONNEMENT DU PLAGE KEDGE,,,,,,,,,,Parking//Stationnement
-65.2482303795312,44.4058365286605,105128,PARKING LOT P1,STATIONNEMENT P1,,,,,,,,,,Parking//Stationnement
-65.2162211120401,44.4379824228081,105129,MILL FALLS PARKING LOT,STATIONNEMENT MILL FALLS,,,,,,,,,,Parking//Stationnement
-65.2083012931396,44.4385268899015,105130,VISITOR CENTRE PARKING LOT,STATIONNEMENT DU CENTRE D'ACCUEIL,,,,,,,,,,Parking//Stationnement
-65.2034529891034,44.3834837600157,105131,GRAFTON LAKE PARKING LOT,STATIONNEMENT DU LAC GRAFTON,,,,,,,,,,Parking//Stationnement
-65.2071951553406,44.3846513480503,105132,MERRYMAKEDGE PARKING LOT P4,STATIONNEMENT DU MERRYMAKEDGE P4,,,,,,,,,,Parking//Stationnement
-65.2092613719872,44.3847712207903,105133,MERRYMAKEDGE PARKING LOT P3,STATIONNEMENT DU MERRYMAKEDGE P3,,,,,,,,,,Parking//Stationnement
-65.2109709576268,44.3851885582388,105134,MERRYMAKEDGE PARKING LOT P2,STATIONNEMENT DU MERRYMAKEDGE P2,,,,,,,,,,Parking//Stationnement
-65.2140926413985,44.3880058768983,105135,MERRYMAKEDGE PARKING LOT P1,STATIONNEMENT DU MERRYMAKEDGE P1,,,,,,,,,,Parking//Stationnement
-65.254162787884,44.4052128101185,105136,MEADOW BEACH PARKING,STATIONNEMENT DU PLAGE MEADOW,,,,,,,,,,Parking//Stationnement
-65.2449711441936,44.405512197431,105137,PARKING LOT P2,STATIONNEMENT P2,,,,,,,,,,Parking//Stationnement
-65.2260951920067,44.4153002216047,105138,FARMLANDS TRAIL PARKING LOT,STATIONNEMENT DU SENTIER FARMLANDS,,,,,,,,,,Parking//Stationnement
-65.2455344276066,44.4181235593574,105139,MERSEY RIVER PARKING LOT,STATIONNEMENT DU RIVIÈRE MERSEY,,,,,,,,,,Parking//Stationnement
-65.2478642482527,44.4284641140214,105140,FLOWING WATERS PARKING,STATIONNEMENT DU SENTIER FLOWING WATERS,,,,,,,,,,Parking//Stationnement
-65.2520170066266,44.4067288726984,105141,RECYCLING,RECYCLAGE,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-65.2544035979493,44.405517408585,105142,RECYCLING,RECYCLAGE,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-65.251069040644,44.4048091751376,105143,RECYCLING,RECYCLAGE,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-65.2512141971056,44.4032554859653,105144,RECYCLING,RECYCLAGE,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-65.2524337886924,44.4021927897362,105145,RECYCLING,RECYCLAGE,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-65.2510497330337,44.4024706861604,105146,RECYCLING,RECYCLAGE,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-65.2513155893441,44.4017176454528,105147,RECYCLING,RECYCLAGE,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-65.2493888441058,44.4047421997168,105148,RECYCLING,RECYCLAGE,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-65.2494381075904,44.4035978653361,105149,RECYCLING,RECYCLAGE,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-65.2483669459911,44.4020432357881,105150,RECYCLING,RECYCLAGE,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-65.2482126579251,44.4025191389973,105151,RECYCLING,RECYCLAGE,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-65.2471009286076,44.4028087136835,105152,RECYCLING,RECYCLAGE,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-65.2419546613081,44.4040299659432,105153,RECYCLING,RECYCLAGE,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-65.2404702721806,44.4034309934284,105154,RECYCLING,RECYCLAGE,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-65.2406187706689,44.4025892684852,105155,RECYCLING,RECYCLAGE,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-65.2406420684249,44.4014792273175,105156,RECYCLING,RECYCLAGE,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-65.2333447255258,44.3966860564072,105157,RECYCLING,RECYCLAGE,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-65.2537721591971,44.4238725108054,105158,RECYCLING,RECYCLAGE,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-65.2157431560745,44.4383703732186,105159,RECYCLING,RECYCLAGE,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-65.2085991591683,44.4382544458878,105160,RECYCLING,RECYCLAGE,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-65.203533911445,44.3826969427229,105161,RECYCLING,RECYCLAGE,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-65.2080141818969,44.384630517339,105162,RECYCLING,RECYCLAGE,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-65.2413951660935,44.4081896393907,105163,RECYCLING,RECYCLAGE,,,,,,,,,,Recycle / Garbage//Recyclage / Poubelles
-64.8455035157234,43.8309838465526,105164,LOOKOUT,BELVÉDÈRE,,,,,,,,,,Lookout/Lookoff//Belvédère
-64.8482395215583,43.8247970252624,105165,LOOKOUT,BELVÉDÈRE,,,,,,,,,,Lookout/Lookoff//Belvédère
-64.840855664203,43.8292520155351,105166,LOOKOUT,BELVÉDÈRE,,,,,,,,,,Lookout/Lookoff//Belvédère
-63.5538147608971,44.5966326510054,105167,PARKING,STATIONNEMENT,,,,,,,,,,Parking//Stationnement
-63.5804833050851,44.6474034507862,105168,HALIFAX CITADEL COFFEE BAR,CASSE-CROUTE DE LA CITADELLE D'HALIFAX,,,,,,,,,,Coffee Shop//Casse-croute
-63.5804331445197,44.6473762724488,105169,HALIFAX CITADEL REGIMENTAL GIFT SHOP,BOUTIQUE DE REGIMENT DE LA CITADELLE D'HALIFAX,,,,,,,,,,Gift Shop//Boutique souvenir
-63.5805748013584,44.6468814875753,105170,WEST DITCH PARKING LOT,STATIONNEMENT DE FOSSÉ OUEST,,,,,,,,,,Parking//Stationnement
-65.1955842446152,44.4345240827643,105171,WARDEN OFFICE PARKING,STATIONNEMENT DE WARDEN,,,,,,,,,,Parking//Stationnement
