X,Y,OBJECTID,Name_e,Nom_f,Noms_Alt_Names,Descr_e,Descr_f,min_scale_echelle,max_scale_echelle,D_Source,D_Source_Code,url_e,url_f,Principal_type
-73.2671905018579,45.1208423851349,104752,Stewardship Store Fort Lennox,Magasin d'intendance Fort Lennox,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-73.2676452486391,45.1205700550343,104753,Artillery Store Fort Lennox,Magasin d'artillerie Fort Lennox,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-73.2645817114607,45.1229597501388,104754,Picnic Site Fort Lennox,Place de pique-nique,,,,,,,,,,Picnic Site//Place de pique-nique
-73.2679022308738,45.1210187342854,104755,Picnic Site Fort Lennox,Place de pique-nique,,,,,,,,,,Picnic Site//Place de pique-nique
-73.2670270980232,45.1216617366621,104756,Bridge Fort Lennox,Pont Fort Lennox,,,,,,,,,,Bridge//Pont
-73.2690170389719,45.1202775346802,104757,Bridge Fort Lennox,Pont Fort Lennox,,,,,,,,,,Bridge//Pont
-74.1772608583707,45.2882042182482,104758,Remains Fort Coteau-du-Lac,Vestiges Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.1775402925688,45.287811250578,104759,Remains Fort Coteau-du-Lac,Vestiges Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.1764707997996,45.2873555553241,104760,Remains Fort Coteau-du-Lac,Vestiges Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.1759861920674,45.2877085626687,104761,Remains Fort Coteau-du-Lac,Vestiges Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.1762143880981,45.2873774796551,104762,Remains Fort Coteau-du-Lac,Vestiges Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.1757539664952,45.2876521165593,104763,Remains Fort Coteau-du-Lac,Vestiges Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.1753331402363,45.2875721267515,104764,Remains Fort Coteau-du-Lac,Vestiges Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.175999086576,45.2879124053854,104765,Remains Fort Coteau-du-Lac,Vestiges Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.1755280216602,45.2875594086812,104766,Blockhaus Fort Coteau-du-Lac,Blockhaus Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.9468793654921,45.6455324661212,104767,Granary Manoir Papineau,Hangar à grains Manoir Papineau,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.9454969205673,45.6456066527626,104768,Tea Pavilion Manoir Papineau,Pavillon de thé Manoir Papineau,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.9456299373325,45.6459964119313,104769,Manor House Manoir Papineau,Manoir ségneurial Manoir Papineau,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.9444361192836,45.6481835119405,104770,Funeral Chapel and Cemetery Manoir Papineau,Chapelle funéraire et cimetière Manoir Papineau,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.9461452618488,45.6459975313391,104771,Family Museum (Anglican Church) Manoir Papineau,Musée familial (Chapelle anglicane) Manoir Papineau,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-79.461835762755,47.2879755987813,104772,Store Fort Témiscamingue,Magasin Fort Témiscamingue,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-79.4616974714628,47.2882851832135,104773,Dairy Fort Témiscamingue,Laiterie Fort Témiscamingue,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-79.4619968886027,47.2888295721339,104774,Carpentry Workshop Fort Témiscamingue,Atelier de menuiserie Fort Témiscamingue,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-79.4617698928852,47.288909288416,104775,Blacksmith's Fort Témiscamingue,La forge Fort Témiscamingue,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-79.4591510623628,47.2893214800734,104776,Canoe Workshop Fort Témiscamingue,Atelier de canot Fort Témiscamingue,,,,,,,,,,Canoeing//Canot
-79.4588951883771,47.2894302515459,104777,Ancestor's Court Fort Témiscamingue,Cour des ancêtres Fort Témiscamingue,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-79.4613581060057,47.2888714621051,104778,Protestant Cemetery Fort Témiscamingue,Cimetière protestant Fort Témiscamingue,,,,,,,,,,Cemetery//Cimetière
-79.46069862772,47.289148468926,104779,Burials Area Fort Témiscamingue,Aire de sépultures Fort Témiscamingue,,,,,,,,,,Cemetery//Cimetière
-79.4609003059553,47.2894394888894,104780,Catholic Cemetery Fort Témiscamingue,Cimetière catholique Fort Témiscamingue,,,,,,,,,,Cemetery//Cimetière
-71.8261825185986,45.242074409629,104781,General Store Maison Louis S.St-Laurent,Magasin général Maison Louis S.St-Laurent,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-71.8261745688474,45.242234137897,104782,Birth home Maison Louis S.St-Laurent,Maison natale Maison Louis S.St-Laurent,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-73.7577670570037,45.8525441440879,104783,Robinette's house (Laurier) Maison Sir Wilfrid Laurier,Maison Robinette (Laurier) Maison Sir Wilfrid Laurier,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-73.7578451969948,45.8527484847712,104784,Picnic Site Maison Sir Wilfrid Laurier,Place de pique-nique Maison Sir Wilfrid Laurier,,,,,,,,,,Picnic Site//Place de pique-nique
-73.6755337482098,45.4314377461677,104785,Warehouse Commerce de fourrures Lachine,Entrepôt Commerce de fourrures Lachine,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.3718121714383,45.5650284172343,104786,Caserne Carillon,Caserne Carillon,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-73.5516817689976,45.5111502978115,104787,Maison George-Étienne Cartier,Maison George-Étienne Cartier,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-73.5522202362701,45.509935168964,104788,Maison Papineau,Maison Papineau,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-72.6575550799131,46.3982391609335,104789,Interpretation Sign Vieilles Forges du Saint-Maurice,Placard d'interprétation Vieilles Forges du Saint-Maurice,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-72.6554955628539,46.3979769276293,104790,Interpretation Sign Vieilles Forges du Saint-Maurice,Placard d'interprétation Vieilles Forges du Saint-Maurice,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-72.6557457355056,46.3980624536673,104791,Interpretation Sign Vieilles Forges du Saint-Maurice,Placard d'interprétation Vieilles Forges du Saint-Maurice,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-72.6569474592617,46.398203681919,104792,Interpretation Sign Vieilles Forges du Saint-Maurice,Placard d'interprétation Vieilles Forges du Saint-Maurice,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-72.6580043284552,46.3985665965833,104793,Interpretation Sign Vieilles Forges du Saint-Maurice,Placard d'interprétation Vieilles Forges du Saint-Maurice,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-72.658740487242,46.3988100624965,104794,Interpretation Sign Vieilles Forges du Saint-Maurice,Placard d'interprétation Vieilles Forges du Saint-Maurice,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-72.6600400669763,46.3976710297777,104795,Interpretation Sign Vieilles Forges du Saint-Maurice,Placard d'interprétation Vieilles Forges du Saint-Maurice,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-72.659546637314,46.3971805678406,104796,Interpretation Sign Vieilles Forges du Saint-Maurice,Placard d'interprétation Vieilles Forges du Saint-Maurice,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-72.6593449533294,46.3972099756505,104797,Interpretation Sign Vieilles Forges du Saint-Maurice,Placard d'interprétation Vieilles Forges du Saint-Maurice,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-72.6586306540259,46.3967400489118,104798,Interpretation Sign Vieilles Forges du Saint-Maurice,Placard d'interprétation Vieilles Forges du Saint-Maurice,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-72.6588243202262,46.3977783017247,104799,Interpretation Sign Vieilles Forges du Saint-Maurice,Placard d'interprétation Vieilles Forges du Saint-Maurice,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-72.6585724869753,46.3979326234066,104800,Interpretation Sign Vieilles Forges du Saint-Maurice,Placard d'interprétation Vieilles Forges du Saint-Maurice,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-72.6584136567196,46.3980604813112,104801,Interpretation Sign Vieilles Forges du Saint-Maurice,Placard d'interprétation Vieilles Forges du Saint-Maurice,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-72.6583008096046,46.3979903030588,104802,Interpretation Sign Vieilles Forges du Saint-Maurice,Placard d'interprétation Vieilles Forges du Saint-Maurice,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-72.6577512822156,46.3980997613099,104803,Interpretation Sign Vieilles Forges du Saint-Maurice,Placard d'interprétation Vieilles Forges du Saint-Maurice,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-72.6560042591325,46.3977665768262,104804,Interpretation Sign Vieilles Forges du Saint-Maurice,Placard d'interprétation Vieilles Forges du Saint-Maurice,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-72.9187515757406,46.765993509661,104805,Swimming,Baignade,,,,,,,,,,Swimming//Baignade
-72.8873478862761,46.7770879910265,104806,Picnic Site,Place de pique-nique,,,,,,,,,,Picnic Site//Place de pique-nique
-74.1772878213847,45.288260094057,104807,Remains Fort Coteau-du-Lac,Vestiges Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.1772068217419,45.2882240941726,104808,Remains Fort Coteau-du-Lac,Vestiges Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.1772688216151,45.2881530935254,104809,Remains Fort Coteau-du-Lac,Vestiges Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.1773458219432,45.2881890943868,104810,Remains Fort Coteau-du-Lac,Vestiges Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.1773208222409,45.2879770936432,104811,Remains Fort Coteau-du-Lac,Vestiges Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.1775448213508,45.287871094058,104812,Remains Fort Coteau-du-Lac,Vestiges Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.1774728210447,45.2878170941045,104813,Remains Fort Coteau-du-Lac,Vestiges Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.177556821858,45.2877550941851,104814,Remains Fort Coteau-du-Lac,Vestiges Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.1776318212949,45.2878020939444,104815,Remains Fort Coteau-du-Lac,Vestiges Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.1777878217193,45.28733809416,104816,Remains Fort Coteau-du-Lac,Vestiges Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.1778068213178,45.287318093865,104817,Remains Fort Coteau-du-Lac,Vestiges Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.1764618210253,45.2876940938324,104818,Remains Fort Coteau-du-Lac,Vestiges Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.1764748218982,45.2880620942277,104819,Remains Fort Coteau-du-Lac,Vestiges Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.1765078212339,45.288253093946,104820,Remains Fort Coteau-du-Lac,Vestiges Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.1762118213181,45.2879300940145,104821,Remains Fort Coteau-du-Lac,Vestiges Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.1760008216992,45.2877190938114,104822,Remains Fort Coteau-du-Lac,Vestiges Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.1759598214786,45.2879390935989,104823,Remains Fort Coteau-du-Lac,Vestiges Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.1762208212615,45.2873770934888,104824,Remains Fort Coteau-du-Lac,Vestiges Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.1764958207422,45.2871830938487,104825,Remains Fort Coteau-du-Lac,Vestiges Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.176194821445,45.2872300939415,104826,Remains Fort Coteau-du-Lac,Vestiges Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.1754848214075,45.2879620943476,104827,Remains Fort Coteau-du-Lac,Vestiges Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.1755698210231,45.2877710943744,104828,Remains Fort Coteau-du-Lac,Vestiges Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.1756998216307,45.287669093886,104829,Remains Fort Coteau-du-Lac,Vestiges Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.1758518214168,45.2874100939647,104830,Remains Fort Coteau-du-Lac,Vestiges Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.1752068209198,45.2874470942997,104831,Cannon Fort Coteau-du-Lac,Canon Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.1751778204711,45.2874530935935,104832,Cannon Fort Coteau-du-Lac,Canon Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.1749548213666,45.2874770940642,104833,Cannon Fort Coteau-du-Lac,Canon Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-74.1748158214006,45.2874570936647,104834,Cannon Fort Coteau-du-Lac,Canon Fort Coteau-du-Lac,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-72.9918678804418,46.7626002324811,104835,Pique-Nique - Lac Alphonse,Pique-Nique - Lac Alphonse,,,,,,,,,,Picnic Site//Place de pique-nique
-73.0337015088277,46.7086954289286,104836,Pique-Nique - Vide Bouteille,Pique-Nique - Vide Bouteille,,,,,,,,,,Picnic Site//Place de pique-nique
-73.0149430228011,46.6584758102878,104837,Pique-Nique - Esker,Pique-Nique - Esker,,,,,,,,,,Picnic Site//Place de pique-nique
-73.0059233818215,46.6720496714249,104838,Pique-Nique - Lac Édouard,Pique-Nique - Shewenegan,,,,,,,,,,Picnic Site//Place de pique-nique
-73.0541982775632,46.7508056689234,104839,Terrain Pique-Nique - Wapizagonke Nord,Terrain Pique-Nique - Wapizagonke Nord,,,,,,,,,,Picnic Site//Place de pique-nique
-72.9204508820477,46.766207416061,104840,Pique-Nique - Lac Édouard,Pique-Nique - Lac Édouard,,,,,,,,,,Picnic Site//Place de pique-nique
-73.0689265422715,46.7480836953993,104841,Bridge / culvert,"Pont, pont de bois ou ponceau","Ponceau Route Promenade (Km 38,706)
",,,,,,,,,Bridge//Pont
-73.0262835071701,46.7147927009976,104842,Beach,Plage,,,,,,,,,,Beach//Plage
-72.8659016217669,46.6753647644374,104843,Bridge / culvert,"Pont, pont de bois ou ponceau",,,,,,,,,,Bridge//Pont
-72.8647203237289,46.6778215171433,104844,Bridge / culvert,"Pont, pont de bois ou ponceau",,,,,,,,,,Bridge//Pont
-72.8661341238703,46.6950550185388,104845,Bridge / culvert,"Pont, pont de bois ou ponceau",,,,,,,,,,Bridge//Pont
-72.8481977981712,46.712031192471,104846,Bridge / culvert,"Pont, pont de bois ou ponceau",,,,,,,,,,Bridge//Pont
-72.8459179700303,46.7237156075933,104847,Bridge / culvert,"Pont, pont de bois ou ponceau",,,,,,,,,,Bridge//Pont
-72.8332467416802,46.7368987744827,104848,Bridge / culvert,"Pont, pont de bois ou ponceau",,,,,,,,,,Bridge//Pont
-118.110478090121,51.0809920701641,104849,Eva Lake Cabin,,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-118.153458135191,51.0250876940457,104850,Caribou,,,,,,,,,,,Lookout/Lookoff//Belvédère
-57.8597894540343,49.6506639787901,104851,Bakers Brook Hut,Cabane du Bakers Brook,Bakers Brook Ski Cabin,Secluded backcountry ski huts ,Refuges de ski hors-piste isolés,,,,,,,
-57.9331128635869,49.4214138359298,104852,Southwest Gulch Hut,Cabane du sud-ouest de Gulch,Southwest Gulch Ski Cabin,Secluded backcountry ski huts ,Refuges de ski hors-piste isolés,,,,,,,
-62.7969040581362,58.4510599849089,104853,Torngat Mountains Base Camp,Camp de base des Monts-Torngat,,,,,,,,,,Accommodation//Dépanneur
-57.3858237633817,50.7157778338656,104854,Phillip’s Garden,Phillip’s Garden,,Palaeo-Eskimo Habitation Site ,Site de l’habitation paléo-esquimaude de Phillip’s Garden,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-57.4103856741242,50.6975512881009,104855,French Shore Treaty Plaque,Monument du traité « French Shore »,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-57.4080946465216,50.698328458284,104856,,,,,,,,,,,,Interpretation Sign//Placard d'interprétation
-57.3599579877842,50.7077393876259,104857,Maritime Archaic Cemetery ,Lieu de sépulture des Indiens de l’Archaïque maritime ,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-57.3580441373937,50.7245212395358,104858,Barbace Site ,Site Barbace,,,,,,,,,,Historic Point of Interest//Leiu d'intérêt historique
-57.7986182276889,49.5823846259962,104859,Gros Morne Mountain Viewing Platform,Plate-forme d’observation au pied de Gros Morne,,,,,,,,,,Lookout/Lookoff//Belvédère
-57.9440262274991,49.4960124508487,104860,,,,,,,,,,,,Lookout/Lookoff//Belvédère
-57.960978898038,49.4807481353398,104861,,,,,,,,,,,,Lookout/Lookoff//Belvédère
-57.9319279156901,49.6235015229116,104862,,,,,,,,,,,,
-58.1168264796705,49.4607483941849,104863,Trout River Pond,Étang Trout River,,,,,,,,,,Parking//Stationnement
-58.0771441648415,49.4904660700085,104864,Green Gardens,Green Gardens,,,,,,,,,,Parking//Stationnement
-58.0400234008529,49.4952146644361,104865,Wallace's Brook,Ruisseau Wallace,,,,,,,,,,Parking//Stationnement
-57.9742406075833,49.4781924005627,104866,Tablelands,Tablelands,,,,,,,,,,Parking//Stationnement
-57.960978898038,49.4807481353398,104867,,,,,,,,,,,,Parking//Stationnement
-57.633856228224,49.4530628928114,104868,,,,,,,,,,,,Parking//Stationnement
-57.6597841486262,49.4633852178269,104869,,,,,,,,,,,,Parking//Stationnement
-57.8318074870209,49.5594599303067,104870,,,,,,,,,,,,Parking//Stationnement
-57.832289721005,49.5655872899102,104871,,,,,,,,,,,,Parking//Stationnement
-57.9301523445143,49.6242485465956,104872,,,,,,,,,,,,Parking//Stationnement
-57.9551709619786,49.6553507784042,104873,,,,,,,,,,,,Parking//Stationnement
-57.9557495957588,49.656578471046,104874,,,,,,,,,,,,Parking//Stationnement
-57.9611092861818,49.6825809281261,104875,,,,,,,,,,,,Parking//Stationnement
-57.8994540604297,49.7722510472718,104876,,,,,,,,,,,,Parking//Stationnement
-57.8745644480625,49.7874173135004,104877,,,,,,,,,,,,Parking//Stationnement
-57.8603728740052,49.8359372267148,104878,,,,,,,,,,,,Lookout/Lookoff//Belvédère
-57.9568530131786,49.6353038798655,104879,,,,,,,,,,,,Parking//Stationnement
-86.4311353241966,48.719959493801,104880,Hawkins Island Lighthouse,,Peninsula Harbour Lighthouse,,,,,CanVec Data 042D,BS_1250009_0,,,Lighthouse//Phare
-86.9961112689639,48.6223266990605,104881,Slate Island Lighthouse,,,Lighthouse and residence,,,,CanVec Data 042D,BS_1250009_0,,,Lighthouse//Phare
-87.5561318910472,48.7520715497101,104882,Battle Island Lighthouse,,,Lighthouse and residence,,,,CanVec Data 042D,BS_1250009_0,,,Lighthouse//Phare
-88.875690862455,48.2918408416543,104883,Trowbridge Island,,,Lighthouse and residence,,,,Aerial photography,2016360053500,,,Lighthouse//Phare
-88.6478657634977,48.339973895528,104884,Porphyry Point Lighthouse,,,Lighthouse,,,,Aerial photography,2016375053550,,,Lighthouse//Phare
-88.4804837952575,48.4360099033993,104885,Island No. 10 Lighthouse,,,Lighthouse and residence,,,,Aerial photography,2016390053650,,,Lighthouse//Phare
-88.9378608611669,48.3020615273324,104886,Thunder Cape Lighthouse,,,Foundation only,,,,Aerial photography,2016355053500,,,Lighthouse//Phare
-88.1436532503144,48.6020552279946,104887,Lamb Island Lighthouse,,,Lighthouse and residence,,,,Aerial photography,2016415053800,,,Lighthouse//Phare
-87.9429948014843,48.7005904906436,104888,Talbot Island Lighthouse,,,Foundation only,,,,Aerial photography,2016425053900,,,Lighthouse//Phare
-88.2641958422776,48.9560789033637,104889,Lloyd's Lookout,,,Located on the Nipigon River Recreation Trail,,,,GPS coordinates,,,,Lookout/Lookoff//Belvédère
-88.272892848109,48.9725709052875,104890,Eagle's Ridge Lookout,,,Located on the Nipigon River Recreation Trail,,,,GPS coordinates,,,,Lookout/Lookoff//Belvédère
-88.2582309268187,49.0091410584108,104891,Nipigon Marina Parking Lot,,,,,,,Aerial photography,2016405054250,,,Parking//Stationnement
-88.2628908422747,48.9591229038428,104892,Big Red Chair - Nipigon River Recreation Trail,,,,,,,GPS coordinates,,,,Lookout/Lookoff//Belvédère
-88.268529643521,48.9467895420036,104893,Parking - Nipigon River Recreation Trail at Red Rock,,,,,,,GPS coordinates,,,,Parking//Stationnement
-87.4488663863296,48.8391775041522,104894,Big Red Chair - Rossport Trail,,,,,,,GPS coordinates,,,,Lookout/Lookoff//Belvédère
-87.4435308482321,48.8380006636285,104895,Parking - East end of Rossport Trail,,,,,,,Aerial photography,2016465054050,,,Parking//Stationnement
-87.508080193917,48.8358834988054,104896,Parking - West end of Rossport Trail,,,,,,,Aerial photography,2016460054050,,,Parking//Stationnement
-88.4877656695417,48.8248195973237,104897,Parking - Hurkett Cove Trail,,,,,,,Aerial photography,2016390054050,,,Parking//Stationnement
-88.487802590264,48.8254562317517,104898,Picnic Area - Hurkett Cove,,,,,,,Aerial photography,2016390054050,,,Picnic Site//Place de pique-nique
-87.2892708094606,48.7941028435733,104899,"Parking - Schreiber Beach
Schreiber Beach",,,,,,,Aerial photography,Google maps,,,Parking//Stationnement
-87.2910390756804,48.793979031706,104900,Schreiber Beach,Plage Schreiber,,,,,,Aerial photography,Google maps,,,Beach//Plage
-87.1159463743035,48.7709909058398,104901,Terrace Bay Beach,Plage Terrace Bay,,,,,,Aerial photography,Google maps,,,Beach//Plage
-88.8234298897342,48.4754284444894,104902,Thunder Bay Lookout,,,Within Sleeping Giant Provincial Park,,,,CanVec data 052A,LX_1000019_0,,,Lookout/Lookoff//Belvédère
-89.279775363902,48.347277349489,104903,Mount McKay Scenic Lookout,,,,,,,CanVec data 052A,LX_1000019_0,,,Lookout/Lookoff//Belvédère
-88.7476474717542,48.5574813525057,104904,,,,,,,,CanVec data 052A,LX_1000019_2,,,Lookout/Lookoff//Belvédère
-88.754432421018,48.5496535521472,104905,,,,,,,,CanVec data 052A,LX_1000019_2,,,Lookout/Lookoff//Belvédère
-89.2026576110709,48.4710701816747,104906,The Bluffs,,,,,,,CanVec data 052A,LX_1000019_2,,,Lookout/Lookoff//Belvédère
-89.1690445071157,48.4834687002851,104907,Terry Fox Lookout,,,,,,,CanVec data 052A,LX_1000019_2,,,Lookout/Lookoff//Belvédère
-89.2338956605363,48.4351066627757,104908,Hillcrest Park,,,,,,,CanVec data 052A,LX_1000019_2,,,Lookout/Lookoff//Belvédère
-87.1236222540894,48.7825166572423,104909,Aguasabon Falls & Gorge,,,,,,,CanVec data 042D,HD_1460009_0,,,Waterfall//Chute d'eau
-87.2944670813062,48.7953554070268,104910,Big Red Chair - West of Schreiber Beach,,,,,,,GPS coordinates,,,,Lookout/Lookoff//Belvédère
-89.6049134452521,48.3789849650375,104911,Kakabeka Falls,,,,,,,CanVec data 052A,HD_1460009_0,,,Waterfall//Chute d'eau
-88.257856426766,49.011101520642,104912,Nipigon Marina,,,,,,,,,,,Marina//Marina
-88.2577606254121,49.0105675999458,104913,Nipigon Marina Campground,,,,,,,Google maps,,,,Campground (non PCA)//Terrain de camping (non APC)
-88.2591686223946,49.0101037703809,104914,A Walk Thru The Country,,,,,,,Google maps,,,,Gift Shop//Boutique souvenir
-88.9312013524194,48.2725152930613,104915,Nettie,,,,,,,NMCA files,,,,Shipwreck//Épave
-88.9227665504783,48.2287898100603,104916,Leafield,,,"249 feet in length, a bulk freighter carrying steel rails, wrecked Nov. 9, 1913 in a fierce northerly gale",,,,NMCA files,,,,Shipwreck//Épave
-88.9247726299678,48.2108590626358,104917,Maggie McRae,,,"139 feet in length, Maggie McRae was a schooner that sank in ice May 30, 1888 under the tow of the tug BRUNO bound for Kingston; no loss of life",,,,NMCA files,,,,Shipwreck//Épave
-88.8742320157125,48.2988462434301,104918,Theano,,,,,,,NMCA files,,,,Shipwreck//Épave
-88.7662820763654,48.3308669221268,104919,Kakabeka,,,,,,,NMCA files,,,,Shipwreck//Épave
-88.7320542672924,48.3454766312591,104920,McLeod,,,,,,,NMCA files,,,,Shipwreck//Épave
-88.6323654236898,48.3426582618195,104921,A. Neff,,,Raised,,,,NMCA files,,,,Shipwreck//Épave
-88.6023113823688,48.3953380785357,104922,Anne Ruth,,,,,,,NMCA files,,,,Shipwreck//Épave
-88.5651828413531,48.3492820862451,104923,Scotiadoc,,,,,,,NMCA files,,,,Shipwreck//Épave
-88.4774040121123,48.4467903687988,104924,Emerson,,,,,,,NMCA files,,,,Shipwreck//Épave
-88.4662516834987,48.4106942962595,104925,St. Andrew,,,,,,,NMCA files,,,,Shipwreck//Épave
-88.3306954544368,48.4800549516986,104926,D&C,,,,,,,NMCA files,,,,Shipwreck//Épave
-88.1275859736246,48.6619613567789,104927,Neebing,,,Approximate location - diveable shipwreck,,,,NMCA files,,,,Shipwreck//Épave
-87.8995261640337,48.6910393137523,104928,Mary Ann Hulbert,,,,,,,NMCA files,,,,Shipwreck//Épave
-88.1561494661562,48.9103265024987,104929,Imperial,,,,,,,NMCA files,,,,Shipwreck//Épave
-87.8108265035217,48.9098250632983,104930,Mary McLachlan,,,Approximate location - diveable shipwreck,,,,NMCA files,,,,Shipwreck//Épave
-87.3660561363912,48.7829618884149,104931,Gunilda,,,Approximate location - diveable shipwreck,,,,NMCA files,,,,Shipwreck//Épave
-87.5321320209521,48.7502013716767,104932,Ontario,,,Approximate location - diveable shipwreck,,,,NMCA files,,,,Shipwreck//Épave
-86.9605121227498,48.8117681542241,104933,Rappahannock,,,Approximate location - diveable shipwreck,,,,NMCA files,,,,Shipwreck//Épave
-87.4048489626994,48.3300568143767,104934,Cerisoles,,,,,,,NMCA files,,,,Shipwreck//Épave
-87.5041439041863,48.3296644701266,104935,Bannockburn,,,,,,,NMCA files,,,,Shipwreck//Épave
-87.4527747969088,48.2869281440291,104936,Inkermann,,,,,,,NMCA files,,,,Shipwreck//Épave
-87.8510039949876,48.1439732393834,104937,Ferdinand Schlesinger,,,,,,,NMCA files,,,,Shipwreck//Épave
